ord,fam,genus,species,subspecies,species_id,species_id_html,synonyms
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,regia,,Platalea regia,Platalearegia,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,,Plegadis chihi,Plegadischihi,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,falcinellus,,Plegadis falcinellus,Plegadisfalcinellus,
PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,ridgwayi,,Plegadis ridgwayi,Plegadisridgwayi,
PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,davisoni,,Pseudibis davisoni,Pseudibisdavisoni,
PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,papillosa,,Pseudibis papillosa,Pseudibispapillosa,
PELECANIFORMES,THRESKIORNITHIDAE,Thaumatibis,gigantea,,Thaumatibis gigantea,Thaumatibisgigantea,Pseudibis gigantea gigantea
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,branickii,,Theristicus branickii,Theristicusbranickii,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caerulescens,,Theristicus caerulescens,Theristicuscaerulescens,Harpiprion caerulescens caerulescens
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caudatus,,Theristicus caudatus,Theristicuscaudatus,
PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,melanopis,,Theristicus melanopis,Theristicusmelanopis,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,aethiopicus,,Threskiornis aethiopicus,Threskiornisaethiopicus,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,bernieri,,Threskiornis bernieri,Threskiornisbernieri,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,melanocephalus,,Threskiornis melanocephalus,Threskiornismelanocephalus,
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,moluccus,,Threskiornis moluccus,Threskiornismoluccus,Threskiornis molucca
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,solitarius,,Threskiornis solitarius,Threskiornissolitarius,Raphus solitarius 
PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,spinicollis,,Threskiornis spinicollis,Threskiornisspinicollis,
CHARADRIIFORMES,TURNICIDAE,Ortyxelos,meiffrenii,,Ortyxelos meiffrenii,Ortyxelosmeiffrenii,
CHARADRIIFORMES,TURNICIDAE,Turnix,castanotus,,Turnix castanotus,Turnixcastanotus,Turnix castanota
CHARADRIIFORMES,TURNICIDAE,Turnix,everetti,,Turnix everetti,Turnixeveretti,
CHARADRIIFORMES,TURNICIDAE,Turnix,hottentottus,,Turnix hottentottus,Turnixhottentottus,
CHARADRIIFORMES,TURNICIDAE,Turnix,maculosus,,Turnix maculosus,Turnixmaculosus,Turnix maculosa
CHARADRIIFORMES,TURNICIDAE,Turnix,melanogaster,,Turnix melanogaster,Turnixmelanogaster,
CHARADRIIFORMES,TURNICIDAE,Turnix,nanus,,Turnix nanus,Turnixnanus,
CHARADRIIFORMES,TURNICIDAE,Turnix,nigricollis,,Turnix nigricollis,Turnixnigricollis,
CHARADRIIFORMES,TURNICIDAE,Turnix,novaecaledoniae,,Turnix novaecaledoniae,Turnixnovaecaledoniae,
CHARADRIIFORMES,TURNICIDAE,Turnix,ocellatus,,Turnix ocellatus,Turnixocellatus,Turnix ocellata
CHARADRIIFORMES,TURNICIDAE,Turnix,olivii,,Turnix olivii,Turnixolivii,Turnix olivei olivei
CHARADRIIFORMES,TURNICIDAE,Turnix,pyrrhothorax,,Turnix pyrrhothorax,Turnixpyrrhothorax,
CHARADRIIFORMES,TURNICIDAE,Turnix,suscitator,,Turnix suscitator,Turnixsuscitator,
CHARADRIIFORMES,TURNICIDAE,Turnix,sylvaticus,,Turnix sylvaticus,Turnixsylvaticus,Turnix sylvatica
CHARADRIIFORMES,TURNICIDAE,Turnix,tanki,,Turnix tanki,Turnixtanki,
CHARADRIIFORMES,TURNICIDAE,Turnix,varius,,Turnix varius,Turnixvarius,
CHARADRIIFORMES,TURNICIDAE,Turnix,velox,,Turnix velox,Turnixvelox,
CHARADRIIFORMES,TURNICIDAE,Turnix,worcesteri,,Turnix worcesteri,Turnixworcesteri,
