trtid,species_id,variable,value,comments,cite_id,username,dt
648,Spheniscus humboldti,hatchling type,SA,,citation311,grant,17/07/2016
649,Spheniscus magellanicus,hatchling type,SA,,citation311,grant,17/07/2016
650,Spheniscus mendiculus,hatchling type,SA,,citation311,grant,17/07/2016
651,Catharacta antarctica,hatchling type,SP,,citation311,grant,17/07/2016
652,Catharacta chilensis,hatchling type,SP,,citation311,grant,17/07/2016
653,Catharacta maccormicki,hatchling type,SP,,citation311,grant,17/07/2016
654,Catharacta skua,hatchling type,SP,,citation311,grant,17/07/2016
655,Stercorarius longicaudus,hatchling type,SP,,citation311,grant,17/07/2016
656,Stercorarius parasiticus,hatchling type,SP,,citation311,grant,17/07/2016
657,Stercorarius pomarinus,hatchling type,SP,,citation311,grant,17/07/2016
658,Morus bassanus,hatchling type,A,,citation311,grant,17/07/2016
659,Morus capensis,hatchling type,A,,citation311,grant,17/07/2016
660,Morus serrator,hatchling type,A,,citation311,grant,17/07/2016
661,Papasula abbotti,hatchling type,A,,citation311,grant,17/07/2016
662,Sula dactylatra,hatchling type,A,,citation311,grant,17/07/2016
663,Sula granti,hatchling type,A,,citation311,grant,17/07/2016
664,Sula leucogaster,hatchling type,A,,citation311,grant,17/07/2016
665,Sula nebouxii,hatchling type,A,,citation311,grant,17/07/2016
666,Sula sula,hatchling type,A,,citation311,grant,17/07/2016
667,Sula variegata,hatchling type,A,,citation311,grant,17/07/2016
668,Attagis gayi,hatchling type,,,citation311,grant,17/07/2016
669,Attagis malouinus,hatchling type,,,citation311,grant,17/07/2016
670,Thinocorus orbignyianus,hatchling type,,,citation311,grant,17/07/2016
671,Thinocorus rumicivorus,hatchling type,,,citation311,grant,17/07/2016
672,Bostrychia bocagei,hatchling type,,,citation311,grant,17/07/2016
673,Bostrychia carunculata,hatchling type,,,citation311,grant,17/07/2016
674,Bostrychia hagedash,hatchling type,,,citation311,grant,17/07/2016
675,Bostrychia olivacea,hatchling type,,,citation311,grant,17/07/2016
676,Bostrychia rara,hatchling type,,,citation311,grant,17/07/2016
677,Cercibis oxycerca,hatchling type,,,citation311,grant,17/07/2016
678,Eudocimus albus,hatchling type,,,citation311,grant,17/07/2016
679,Eudocimus ruber,hatchling type,,,citation311,grant,17/07/2016
680,Geronticus calvus,hatchling type,,,citation311,grant,17/07/2016
681,Geronticus eremita,hatchling type,,,citation311,grant,17/07/2016
682,Lophotibis cristata,hatchling type,,,citation311,grant,17/07/2016
683,Mesembrinibis cayennensis,hatchling type,,,citation311,grant,17/07/2016
684,Nipponia nippon,hatchling type,,,citation311,grant,17/07/2016
685,Phimosus infuscatus,hatchling type,,,citation311,grant,17/07/2016
686,Platalea ajaja,hatchling type,,,citation311,grant,17/07/2016
687,Platalea alba,hatchling type,,,citation311,grant,17/07/2016
688,Platalea flavipes,hatchling type,,,citation311,grant,17/07/2016
689,Platalea leucorodia,hatchling type,,,citation311,grant,17/07/2016
690,Platalea minor,hatchling type,,,citation311,grant,17/07/2016
691,Platalea regia,hatchling type,,,citation311,grant,17/07/2016
692,Plegadis chihi,hatchling type,,,citation311,grant,17/07/2016
693,Plegadis falcinellus,hatchling type,,,citation311,grant,17/07/2016
694,Plegadis ridgwayi,hatchling type,,,citation311,grant,17/07/2016
695,Pseudibis davisoni,hatchling type,,,citation311,grant,17/07/2016
696,Pseudibis papillosa,hatchling type,,,citation311,grant,17/07/2016
697,Thaumatibis gigantea,hatchling type,,,citation311,grant,17/07/2016
698,Theristicus branickii,hatchling type,,,citation311,grant,17/07/2016
699,Theristicus caerulescens,hatchling type,,,citation311,grant,17/07/2016
700,Theristicus caudatus,hatchling type,,,citation311,grant,17/07/2016
701,Theristicus melanopis,hatchling type,,,citation311,grant,17/07/2016
702,Threskiornis aethiopicus,hatchling type,,,citation311,grant,17/07/2016
703,Threskiornis bernieri,hatchling type,,,citation311,grant,17/07/2016
704,Threskiornis melanocephalus,hatchling type,,,citation311,grant,17/07/2016
705,Threskiornis moluccus,hatchling type,,,citation311,grant,17/07/2016
706,Threskiornis solitarius,hatchling type,,,citation311,grant,17/07/2016
707,Threskiornis spinicollis,hatchling type,,,citation311,grant,17/07/2016
708,Ortyxelos meiffrenii,hatchling type,,,citation311,grant,17/07/2016
709,Turnix castanotus,hatchling type,,,citation311,grant,17/07/2016
710,Turnix everetti,hatchling type,,,citation311,grant,17/07/2016
711,Turnix hottentottus,hatchling type,,,citation311,grant,17/07/2016
712,Turnix maculosus,hatchling type,,,citation311,grant,17/07/2016
713,Turnix melanogaster,hatchling type,,,citation311,grant,17/07/2016
714,Turnix nanus,hatchling type,,,citation311,grant,17/07/2016
715,Turnix nigricollis,hatchling type,,,citation311,grant,17/07/2016
716,Turnix novaecaledoniae,hatchling type,,,citation311,grant,17/07/2016
717,Turnix ocellatus,hatchling type,,,citation311,grant,17/07/2016
718,Turnix olivii,hatchling type,,,citation311,grant,17/07/2016
719,Turnix pyrrhothorax,hatchling type,,,citation311,grant,17/07/2016
720,Turnix suscitator,hatchling type,,,citation311,grant,17/07/2016
721,Turnix sylvaticus,hatchling type,,,citation311,grant,17/07/2016
722,Turnix tanki,hatchling type,,,citation311,grant,17/07/2016
723,Turnix varius,hatchling type,,,citation311,grant,17/07/2016
724,Turnix velox,hatchling type,,,citation311,grant,17/07/2016
725,Turnix worcesteri,hatchling type,,,citation311,grant,17/07/2016
726,Aethia cristatella,mate fidelity,,,citation311,grant,17/07/2016
727,Aethia psittacula,mate fidelity,,,citation311,grant,17/07/2016
728,Aethia pusilla,mate fidelity,,,citation311,grant,17/07/2016
729,Aethia pygmaea,mate fidelity,,,citation311,grant,17/07/2016
730,Alca torda,mate fidelity,,,citation311,grant,17/07/2016
731,Alle alle,mate fidelity,,,citation311,grant,17/07/2016
732,Brachyramphus brevirostris,mate fidelity,,,citation311,grant,17/07/2016
733,Brachyramphus marmoratus,mate fidelity,,,citation311,grant,17/07/2016
734,Brachyramphus perdix,mate fidelity,,,citation311,grant,17/07/2016
735,Cepphus carbo,mate fidelity,,,citation311,grant,17/07/2016
736,Cepphus columba,mate fidelity,,,citation311,grant,17/07/2016
737,Cepphus grylle,mate fidelity,,,citation311,grant,17/07/2016
738,Cerorhinca monocerata,mate fidelity,,,citation311,grant,17/07/2016
739,Fratercula arctica,mate fidelity,,,citation311,grant,17/07/2016
740,Fratercula cirrhata,mate fidelity,,,citation311,grant,17/07/2016
741,Fratercula corniculata,mate fidelity,,,citation311,grant,17/07/2016
742,Pinguinus impennis,mate fidelity,,,citation311,grant,17/07/2016
743,Ptychoramphus aleuticus,mate fidelity,,,citation311,grant,17/07/2016
744,Synthliboramphus antiquus,mate fidelity,,,citation311,grant,17/07/2016
745,Synthliboramphus craveri,mate fidelity,,,citation311,grant,17/07/2016
746,Synthliboramphus hypoleucus,mate fidelity,,,citation311,grant,17/07/2016
747,Synthliboramphus scrippsi,mate fidelity,,,citation311,grant,17/07/2016
748,Synthliboramphus wumizusume,mate fidelity,,,citation311,grant,17/07/2016
749,Uria aalge,mate fidelity,,,citation311,grant,17/07/2016
750,Uria lomvia,mate fidelity,,,citation311,grant,17/07/2016
751,Anhinga anhinga,mate fidelity,,,citation311,grant,17/07/2016
752,Anhinga melanogaster,mate fidelity,,,citation311,grant,17/07/2016
753,Anhinga novaehollandiae,mate fidelity,,,citation311,grant,17/07/2016
754,Anhinga rufa,mate fidelity,,,citation311,grant,17/07/2016
755,Agamia agami,mate fidelity,,,citation311,grant,17/07/2016
756,Ardea alba,mate fidelity,,,citation311,grant,17/07/2016
757,Ardea brachyrhyncha,mate fidelity,,,citation311,grant,17/07/2016
758,Ardea cinerea,mate fidelity,,,citation311,grant,17/07/2016
759,Ardea cocoi,mate fidelity,,,citation311,grant,17/07/2016
760,Ardea goliath,mate fidelity,,,citation311,grant,17/07/2016
761,Ardea herodias,mate fidelity,,,citation311,grant,17/07/2016
762,Ardea humbloti,mate fidelity,,,citation311,grant,17/07/2016
763,Ardea insignis,mate fidelity,,,citation311,grant,17/07/2016
764,Ardea intermedia,mate fidelity,,,citation311,grant,17/07/2016
765,Ardea melanocephala,mate fidelity,,,citation311,grant,17/07/2016
766,Ardea pacifica,mate fidelity,,,citation311,grant,17/07/2016
767,Ardea plumifera,mate fidelity,,,citation311,grant,17/07/2016
768,Ardea purpurea,mate fidelity,,,citation311,grant,17/07/2016
769,Ardea sumatrana,mate fidelity,,,citation311,grant,17/07/2016
770,Ardeola bacchus,mate fidelity,,,citation311,grant,17/07/2016
771,Ardeola grayii,mate fidelity,,,citation311,grant,17/07/2016
772,Ardeola idae,mate fidelity,,,citation311,grant,17/07/2016
773,Ardeola ralloides,mate fidelity,,,citation311,grant,17/07/2016
774,Ardeola rufiventris,mate fidelity,,,citation311,grant,17/07/2016
775,Ardeola speciosa,mate fidelity,,,citation311,grant,17/07/2016
776,Botaurus lentiginosus,mate fidelity,,,citation311,grant,17/07/2016
777,Botaurus pinnatus,mate fidelity,,,citation311,grant,17/07/2016
778,Botaurus poiciloptilus,mate fidelity,,,citation311,grant,17/07/2016
779,Botaurus stellaris,mate fidelity,,,citation311,grant,17/07/2016
780,Bubulcus ibis,mate fidelity,,,citation311,grant,17/07/2016
781,Butorides striata,mate fidelity,,,citation311,grant,17/07/2016
782,Calherodius leuconotus,mate fidelity,,,citation311,grant,17/07/2016
783,Cochlearius cochlearius,mate fidelity,,,citation311,grant,17/07/2016
784,Egretta ardesiaca,mate fidelity,,,citation311,grant,17/07/2016
785,Egretta caerulea,mate fidelity,,,citation311,grant,17/07/2016
786,Egretta eulophotes,mate fidelity,,,citation311,grant,17/07/2016
787,Egretta garzetta,mate fidelity,,,citation311,grant,17/07/2016
788,Egretta gularis,mate fidelity,,,citation311,grant,17/07/2016
789,Egretta novaehollandiae,mate fidelity,,,citation311,grant,17/07/2016
790,Egretta picata,mate fidelity,,,citation311,grant,17/07/2016
791,Egretta rufescens,mate fidelity,,,citation311,grant,17/07/2016
792,Egretta sacra,mate fidelity,,,citation311,grant,17/07/2016
793,Egretta thula,mate fidelity,,,citation311,grant,17/07/2016
794,Egretta tricolor,mate fidelity,,,citation311,grant,17/07/2016
795,Egretta vinaceigula,mate fidelity,,,citation311,grant,17/07/2016
796,Gorsachius goisagi,mate fidelity,,,citation311,grant,17/07/2016
797,Gorsachius magnificus,mate fidelity,,,citation311,grant,17/07/2016
798,Gorsachius melanolophus,mate fidelity,,,citation311,grant,17/07/2016
799,Ixobrychus cinnamomeus,mate fidelity,,,citation311,grant,17/07/2016
800,Ixobrychus dubius,mate fidelity,,,citation311,grant,17/07/2016
801,Ixobrychus eurhythmus,mate fidelity,,,citation311,grant,17/07/2016
802,Ixobrychus exilis,mate fidelity,,,citation311,grant,17/07/2016
803,Ixobrychus flavicollis,mate fidelity,,,citation311,grant,17/07/2016
804,Ixobrychus involucris,mate fidelity,,,citation311,grant,17/07/2016
805,Ixobrychus minutus,mate fidelity,,,citation311,grant,17/07/2016
806,Ixobrychus novaezelandiae,mate fidelity,,,citation311,grant,17/07/2016
807,Ixobrychus sinensis,mate fidelity,,,citation311,grant,17/07/2016
808,Ixobrychus sturmii,mate fidelity,,,citation311,grant,17/07/2016
809,Nyctanassa carcinocatactes,mate fidelity,,,citation311,grant,17/07/2016
810,Nyctanassa violacea,mate fidelity,,,citation311,grant,17/07/2016
811,Nycticorax caledonicus,mate fidelity,,,citation311,grant,17/07/2016
812,Nycticorax duboisi,mate fidelity,,,citation311,grant,17/07/2016
813,Nycticorax mauritianus,mate fidelity,,,citation311,grant,17/07/2016
814,Nycticorax megacephalus,mate fidelity,,,citation311,grant,17/07/2016
815,Nycticorax nycticorax,mate fidelity,,,citation311,grant,17/07/2016
816,Pilherodius pileatus,mate fidelity,,,citation311,grant,17/07/2016
817,Syrigma sibilatrix,mate fidelity,,,citation311,grant,17/07/2016
818,Tigriornis leucolopha,mate fidelity,,,citation311,grant,17/07/2016
819,Tigrisoma fasciatum,mate fidelity,,,citation311,grant,17/07/2016
820,Tigrisoma lineatum,mate fidelity,,,citation311,grant,17/07/2016
821,Tigrisoma mexicanum,mate fidelity,,,citation311,grant,17/07/2016
822,Zebrilus undulatus,mate fidelity,,,citation311,grant,17/07/2016
823,Zonerodius heliosylus,mate fidelity,,,citation311,grant,17/07/2016
824,Balaeniceps rex,mate fidelity,,,citation311,grant,17/07/2016
825,Burhinus bistriatus,mate fidelity,,,citation311,grant,17/07/2016
826,Burhinus capensis,mate fidelity,,,citation311,grant,17/07/2016
827,Burhinus grallarius,mate fidelity,,,citation311,grant,17/07/2016
828,Burhinus indicus,mate fidelity,,,citation311,grant,17/07/2016
829,Burhinus oedicnemus,mate fidelity,,,citation311,grant,17/07/2016
830,Burhinus senegalensis,mate fidelity,,,citation311,grant,17/07/2016
831,Burhinus superciliaris,mate fidelity,,,citation311,grant,17/07/2016
832,Burhinus vermiculatus,mate fidelity,,,citation311,grant,17/07/2016
833,Esacus magnirostris,mate fidelity,,,citation311,grant,17/07/2016
834,Esacus recurvirostris,mate fidelity,,,citation311,grant,17/07/2016
835,Anarhynchus frontalis,mate fidelity,,,citation311,grant,17/07/2016
836,Charadrius alexandrinus,mate fidelity,,,citation311,grant,17/07/2016
837,Charadrius alticola,mate fidelity,,,citation311,grant,17/07/2016
838,Charadrius aquilonius,mate fidelity,,,citation311,grant,17/07/2016
839,Charadrius asiaticus,mate fidelity,,,citation311,grant,17/07/2016
840,Charadrius bicinctus,mate fidelity,,,citation311,grant,17/07/2016
841,Charadrius bifrontatus,mate fidelity,,,citation311,grant,17/07/2016
842,Charadrius collaris,mate fidelity,,,citation311,grant,17/07/2016
843,Charadrius dealbatus,mate fidelity,,,citation311,grant,17/07/2016
844,Charadrius dubius,mate fidelity,,,citation311,grant,17/07/2016
845,Charadrius falklandicus,mate fidelity,,,citation311,grant,17/07/2016
846,Charadrius forbesi,mate fidelity,,,citation311,grant,17/07/2016
847,Charadrius hiaticula,mate fidelity,,,citation311,grant,17/07/2016
848,Charadrius javanicus,mate fidelity,,,citation311,grant,17/07/2016
849,Charadrius leschenaultii,mate fidelity,,,citation311,grant,17/07/2016
850,Charadrius marginatus,mate fidelity,,,citation311,grant,17/07/2016
851,Charadrius melodus,mate fidelity,,,citation311,grant,17/07/2016
852,Charadrius modestus,mate fidelity,,,citation311,grant,17/07/2016
853,Charadrius mongolus,mate fidelity,,,citation311,grant,17/07/2016
854,Charadrius montanus,mate fidelity,,,citation311,grant,17/07/2016
855,Charadrius nivosus,mate fidelity,,,citation311,grant,17/07/2016
856,Charadrius obscurus,mate fidelity,,,citation311,grant,17/07/2016
857,Charadrius pallidus,mate fidelity,,,citation311,grant,17/07/2016
858,Charadrius pecuarius,mate fidelity,,,citation311,grant,17/07/2016
859,Charadrius peronii,mate fidelity,,,citation311,grant,17/07/2016
860,Charadrius placidus,mate fidelity,,,citation311,grant,17/07/2016
861,Charadrius ruficapillus,mate fidelity,,,citation311,grant,17/07/2016
862,Charadrius sanctaehelenae,mate fidelity,,,citation311,grant,17/07/2016
863,Charadrius semipalmatus,mate fidelity,,,citation311,grant,17/07/2016
864,Charadrius thoracicus,mate fidelity,,,citation311,grant,17/07/2016
865,Charadrius tricollaris,mate fidelity,,,citation311,grant,17/07/2016
866,Charadrius veredus,mate fidelity,,,citation311,grant,17/07/2016
867,Charadrius vociferus,mate fidelity,,,citation311,grant,17/07/2016
868,Charadrius wilsonia,mate fidelity,,,citation311,grant,17/07/2016
869,Elseyornis melanops,mate fidelity,,,citation311,grant,17/07/2016
870,Erythrogonys cinctus,mate fidelity,,,citation311,grant,17/07/2016
871,Eudromias morinellus,mate fidelity,,,citation311,grant,17/07/2016
872,Hoploxypterus cayanus,mate fidelity,,,citation311,grant,17/07/2016
873,Oreopholus ruficollis,mate fidelity,,,citation311,grant,17/07/2016
874,Peltohyas australis,mate fidelity,,,citation311,grant,17/07/2016
875,Phegornis mitchellii,mate fidelity,,,citation311,grant,17/07/2016
876,Pluvialis apricaria,mate fidelity,,,citation311,grant,17/07/2016
877,Pluvialis dominica,mate fidelity,,,citation311,grant,17/07/2016
878,Pluvialis fulva,mate fidelity,,,citation311,grant,17/07/2016
879,Pluvialis squatarola,mate fidelity,,,citation311,grant,17/07/2016
880,Thinornis cucullatus,mate fidelity,,,citation311,grant,17/07/2016
881,Thinornis novaeseelandiae,mate fidelity,,,citation311,grant,17/07/2016
882,Vanellus albiceps,mate fidelity,,,citation311,grant,17/07/2016
883,Vanellus armatus,mate fidelity,,,citation311,grant,17/07/2016
884,Vanellus chilensis,mate fidelity,,,citation311,grant,17/07/2016
885,Vanellus cinereus,mate fidelity,,,citation311,grant,17/07/2016
886,Vanellus coronatus,mate fidelity,,,citation311,grant,17/07/2016
887,Vanellus crassirostris,mate fidelity,,,citation311,grant,17/07/2016
888,Vanellus duvaucelii,mate fidelity,,,citation311,grant,17/07/2016
889,Vanellus gregarius,mate fidelity,,,citation311,grant,17/07/2016
890,Vanellus indicus,mate fidelity,,,citation311,grant,17/07/2016
891,Vanellus leucurus,mate fidelity,,,citation311,grant,17/07/2016
892,Vanellus lugubris,mate fidelity,,,citation311,grant,17/07/2016
893,Vanellus macropterus,mate fidelity,,,citation311,grant,17/07/2016
894,Vanellus malarbaricus,mate fidelity,,,citation311,grant,17/07/2016
895,Vanellus melanocephalus,mate fidelity,,,citation311,grant,17/07/2016
896,Vanellus melanopterus,mate fidelity,,,citation311,grant,17/07/2016
897,Vanellus miles,mate fidelity,,,citation311,grant,17/07/2016
898,Vanellus novaehollandiae,mate fidelity,,,citation311,grant,17/07/2016
899,Vanellus resplendens,mate fidelity,,,citation311,grant,17/07/2016
900,Vanellus senegallus,mate fidelity,,,citation311,grant,17/07/2016
901,Vanellus spinosus,mate fidelity,,,citation311,grant,17/07/2016
902,Vanellus superciliosus,mate fidelity,,,citation311,grant,17/07/2016
903,Vanellus tectus,mate fidelity,,,citation311,grant,17/07/2016
904,Vanellus tricolor,mate fidelity,,,citation311,grant,17/07/2016
905,Vanellus vanellus,mate fidelity,,,citation311,grant,17/07/2016
906,Chionis albus,mate fidelity,,,citation311,grant,17/07/2016
907,Chionis minor,mate fidelity,,,citation311,grant,17/07/2016
908,Diomedea amsterdamensis,mate fidelity,,,citation311,grant,17/07/2016
909,Diomedea antipodensis,mate fidelity,,,citation311,grant,17/07/2016
910,Diomedea dabbenena,mate fidelity,,,citation311,grant,17/07/2016
911,Diomedea epomophora,mate fidelity,,,citation311,grant,17/07/2016
912,Diomedea exulans,mate fidelity,,,citation311,grant,17/07/2016
913,Diomedea sanfordi,mate fidelity,,,citation311,grant,17/07/2016
914,Phoebastria albatrus,mate fidelity,,,citation311,grant,17/07/2016
915,Phoebastria immutabilis,mate fidelity,,,citation311,grant,17/07/2016
916,Phoebastria irrorata,mate fidelity,,,citation311,grant,17/07/2016
917,Phoebastria nigripes,mate fidelity,,,citation311,grant,17/07/2016
918,Phoebetria fusca,mate fidelity,,,citation311,grant,17/07/2016
919,Phoebetria palpebrata,mate fidelity,,,citation311,grant,17/07/2016
920,Thalassarche bulleri,mate fidelity,,,citation311,grant,17/07/2016
921,Thalassarche carteri,mate fidelity,,,citation311,grant,17/07/2016
922,Thalassarche cauta,mate fidelity,,,citation311,grant,17/07/2016
923,Thalassarche chlororhynchos,mate fidelity,,,citation311,grant,17/07/2016
924,Thalassarche chrysostoma,mate fidelity,,,citation311,grant,17/07/2016
925,Thalassarche eremita,mate fidelity,,,citation311,grant,17/07/2016
926,Thalassarche impavida,mate fidelity,,,citation311,grant,17/07/2016
927,Thalassarche melanophris,mate fidelity,,,citation311,grant,17/07/2016
928,Thalassarche salvini,mate fidelity,,,citation311,grant,17/07/2016
929,Thalassarche steadi,mate fidelity,,,citation311,grant,17/07/2016
930,Dromas ardeola,mate fidelity,,,citation311,grant,17/07/2016
931,Fregata andrewsi,mate fidelity,,,citation311,grant,17/07/2016
932,Fregata aquila,mate fidelity,,,citation311,grant,17/07/2016
933,Fregata ariel,mate fidelity,,,citation311,grant,17/07/2016
934,Fregata magnificens,mate fidelity,,,citation311,grant,17/07/2016
935,Fregata minor,mate fidelity,,,citation311,grant,17/07/2016
936,Cursorius coromandelicus,mate fidelity,,,citation311,grant,17/07/2016
937,Cursorius cursor,mate fidelity,,,citation311,grant,17/07/2016
938,Cursorius rufus,mate fidelity,,,citation311,grant,17/07/2016
939,Cursorius somalensis,mate fidelity,,,citation311,grant,17/07/2016
940,Cursorius temminckii,mate fidelity,,,citation311,grant,17/07/2016
941,Glareola cinerea,mate fidelity,,,citation311,grant,17/07/2016
942,Glareola lactea,mate fidelity,,,citation311,grant,17/07/2016
943,Glareola maldivarum,mate fidelity,,,citation311,grant,17/07/2016
944,Glareola nordmanni,mate fidelity,,,citation311,grant,17/07/2016
945,Glareola nuchalis,mate fidelity,,,citation311,grant,17/07/2016
946,Glareola ocularis,mate fidelity,,,citation311,grant,17/07/2016
947,Glareola pratincola,mate fidelity,,,citation311,grant,17/07/2016
948,Rhinoptilus bitorquatus,mate fidelity,,,citation311,grant,17/07/2016
949,Rhinoptilus chalcopterus,mate fidelity,,,citation311,grant,17/07/2016
950,Rhinoptilus cinctus,mate fidelity,,,citation311,grant,17/07/2016
951,Smutsornis africanus,mate fidelity,,,citation311,grant,17/07/2016
952,Stiltia isabella,mate fidelity,,,citation311,grant,17/07/2016
953,Haematopus ater,mate fidelity,,,citation311,grant,17/07/2016
954,Haematopus chathamensis,mate fidelity,,,citation311,grant,17/07/2016
955,Haematopus fuliginosus,mate fidelity,,,citation311,grant,17/07/2016
956,Haematopus leucopodus,mate fidelity,,,citation311,grant,17/07/2016
957,Haematopus longirostris,mate fidelity,,,citation311,grant,17/07/2016
958,Haematopus meadewaldoi,mate fidelity,,,citation311,grant,17/07/2016
959,Haematopus moquini,mate fidelity,,,citation311,grant,17/07/2016
960,Haematopus ostralegus,mate fidelity,,,citation311,grant,17/07/2016
961,Haematopus palliatus,mate fidelity,,,citation311,grant,17/07/2016
962,Haematopus unicolor,mate fidelity,,,citation311,grant,17/07/2016
963,Hydrobates castro,mate fidelity,,,citation311,grant,17/07/2016
964,Hydrobates furcatus,mate fidelity,,,citation311,grant,17/07/2016
965,Hydrobates homochroa,mate fidelity,,,citation311,grant,17/07/2016
966,Hydrobates hornbyi,mate fidelity,,,citation311,grant,17/07/2016
967,Hydrobates leucorhous,mate fidelity,,,citation311,grant,17/07/2016
968,Hydrobates macrodactylus,mate fidelity,,,citation311,grant,17/07/2016
969,Hydrobates markhami,mate fidelity,,,citation311,grant,17/07/2016
970,Hydrobates matsudairae,mate fidelity,,,citation311,grant,17/07/2016
971,Hydrobates melania,mate fidelity,,,citation311,grant,17/07/2016
972,Hydrobates microsoma,mate fidelity,,,citation311,grant,17/07/2016
973,Hydrobates monorhis,mate fidelity,,,citation311,grant,17/07/2016
974,Hydrobates monteiroi,mate fidelity,,,citation311,grant,17/07/2016
975,Hydrobates pelagicus,mate fidelity,,,citation311,grant,17/07/2016
976,Hydrobates tethys,mate fidelity,,,citation311,grant,17/07/2016
977,Hydrobates tristrami,mate fidelity,,,citation311,grant,17/07/2016
978,Ibidorhyncha struthersii,mate fidelity,,,citation311,grant,17/07/2016
979,Actophilornis africanus,mate fidelity,,,citation311,grant,17/07/2016
980,Actophilornis albinucha,mate fidelity,,,citation311,grant,17/07/2016
981,Hydrophasianus chirurgus,mate fidelity,,,citation311,grant,17/07/2016
982,Irediparra gallinacea,mate fidelity,,,citation311,grant,17/07/2016
983,Jacana jacana,mate fidelity,,,citation311,grant,17/07/2016
984,Jacana spinosa,mate fidelity,,,citation311,grant,17/07/2016
985,Metopidius indicus,mate fidelity,,,citation311,grant,17/07/2016
986,Microparra capensis,mate fidelity,,,citation311,grant,17/07/2016
987,Anous minutus,mate fidelity,,,citation311,grant,17/07/2016
988,Anous stolidus,mate fidelity,,,citation311,grant,17/07/2016
989,Anous tenuirostris,mate fidelity,,,citation311,grant,17/07/2016
990,Chlidonias albostriatus,mate fidelity,,,citation311,grant,17/07/2016
991,Chlidonias hybrida,mate fidelity,,,citation311,grant,17/07/2016
992,Chlidonias leucopterus,mate fidelity,,,citation311,grant,17/07/2016
993,Chlidonias niger,mate fidelity,,,citation311,grant,17/07/2016
994,Creagrus furcatus,mate fidelity,,,citation311,grant,17/07/2016
995,Gelochelidon macrotarsa,mate fidelity,,,citation311,grant,17/07/2016
996,Gelochelidon nilotica,mate fidelity,,,citation311,grant,17/07/2016
997,Gygis alba,mate fidelity,,,citation311,grant,17/07/2016
998,Gygis microrhyncha,mate fidelity,,,citation311,grant,17/07/2016
999,Hydrocoloeus minutus,mate fidelity,,,citation311,grant,17/07/2016
1000,Hydroprogne caspia,mate fidelity,,,citation311,grant,17/07/2016
1001,Larosterna inca,mate fidelity,,,citation311,grant,17/07/2016
1002,Larus argentatus,mate fidelity,,,citation311,grant,17/07/2016
1003,Larus armenicus,mate fidelity,,,citation311,grant,17/07/2016
1004,Larus atlanticus,mate fidelity,,,citation311,grant,17/07/2016
1005,Larus atricilla,mate fidelity,,,citation311,grant,17/07/2016
1006,Larus audouinii,mate fidelity,,,citation311,grant,17/07/2016
1007,Larus belcheri,mate fidelity,,,citation311,grant,17/07/2016
1008,Larus brunnicephalus,mate fidelity,,,citation311,grant,17/07/2016
1009,Larus bulleri,mate fidelity,,,citation311,grant,17/07/2016
1010,Larus cachinnans,mate fidelity,,,citation311,grant,17/07/2016
1011,Larus californicus,mate fidelity,,,citation311,grant,17/07/2016
1012,Larus canus,mate fidelity,,,citation311,grant,17/07/2016
1013,Larus cirrocephalus,mate fidelity,,,citation311,grant,17/07/2016
1014,Larus crassirostris,mate fidelity,,,citation311,grant,17/07/2016
1015,Larus delawarensis,mate fidelity,,,citation311,grant,17/07/2016
1016,Larus dominicanus,mate fidelity,,,citation311,grant,17/07/2016
1017,Larus fuliginosus,mate fidelity,,,citation311,grant,17/07/2016
1018,Larus fuscus,mate fidelity,,,citation311,grant,17/07/2016
1019,Larus genei,mate fidelity,,,citation311,grant,17/07/2016
1020,Larus glaucescens,mate fidelity,,,citation311,grant,17/07/2016
1021,Larus glaucoides,mate fidelity,,,citation311,grant,17/07/2016
1022,Larus hartlaubii,mate fidelity,,,citation311,grant,17/07/2016
1023,Larus heermanni,mate fidelity,,,citation311,grant,17/07/2016
1024,Larus hemprichii,mate fidelity,,,citation311,grant,17/07/2016
1025,Larus hyperboreus,mate fidelity,,,citation311,grant,17/07/2016
1026,Larus ichthyaetus,mate fidelity,,,citation311,grant,17/07/2016
1027,Larus leucophthalmus,mate fidelity,,,citation311,grant,17/07/2016
1028,Larus livens,mate fidelity,,,citation311,grant,17/07/2016
1029,Larus maculipennis,mate fidelity,,,citation311,grant,17/07/2016
1030,Larus marinus,mate fidelity,,,citation311,grant,17/07/2016
1031,Larus melanocephalus,mate fidelity,,,citation311,grant,17/07/2016
1032,Larus michahellis,mate fidelity,,,citation311,grant,17/07/2016
1033,Larus modestus,mate fidelity,,,citation311,grant,17/07/2016
1034,Larus novaehollandiae,mate fidelity,,,citation311,grant,17/07/2016
1035,Larus occidentalis,mate fidelity,,,citation311,grant,17/07/2016
1036,Larus pacificus,mate fidelity,,,citation311,grant,17/07/2016
1037,Larus philadelphia,mate fidelity,,,citation311,grant,17/07/2016
1038,Larus pipixcan,mate fidelity,,,citation311,grant,17/07/2016
1039,Larus relictus,mate fidelity,,,citation311,grant,17/07/2016
1040,Larus ridibundus,mate fidelity,,,citation311,grant,17/07/2016
1041,Larus schistisagus,mate fidelity,,,citation311,grant,17/07/2016
1042,Larus scopulinus,mate fidelity,,,citation311,grant,17/07/2016
1043,Larus scoresbii,mate fidelity,,,citation311,grant,17/07/2016
1044,Larus serranus,mate fidelity,,,citation311,grant,17/07/2016
