trtid,species_id,variable,value,comments,cite_id,username,dt
1045,Larus smithsonianus,mate fidelity,,,citation311,grant,17/07/2016
1046,Larus thayeri,mate fidelity,,,citation311,grant,17/07/2016
1047,Onychoprion aleuticus,mate fidelity,,,citation311,grant,17/07/2016
1048,Onychoprion anaethetus,mate fidelity,,,citation311,grant,17/07/2016
1049,Onychoprion fuscatus,mate fidelity,,,citation311,grant,17/07/2016
1050,Onychoprion lunatus,mate fidelity,,,citation311,grant,17/07/2016
1051,Pagophila eburnea,mate fidelity,,,citation311,grant,17/07/2016
1052,Phaetusa simplex,mate fidelity,,,citation311,grant,17/07/2016
1053,Procelsterna albivitta,mate fidelity,,,citation311,grant,17/07/2016
1054,Procelsterna cerulea,mate fidelity,,,citation311,grant,17/07/2016
1055,Rhodostethia rosea,mate fidelity,,,citation311,grant,17/07/2016
1056,Rissa brevirostris,mate fidelity,,,citation311,grant,17/07/2016
1057,Rissa tridactyla,mate fidelity,,,citation311,grant,17/07/2016
1058,Rynchops albicollis,mate fidelity,,,citation311,grant,17/07/2016
1059,Rynchops flavirostris,mate fidelity,,,citation311,grant,17/07/2016
1060,Rynchops niger,mate fidelity,,,citation311,grant,17/07/2016
1061,Saundersilarus saundersi,mate fidelity,,,citation311,grant,17/07/2016
1062,Sterna acuticauda,mate fidelity,,,citation311,grant,17/07/2016
1063,Sterna aurantia,mate fidelity,,,citation311,grant,17/07/2016
1064,Sterna dougallii,mate fidelity,,,citation311,grant,17/07/2016
1065,Sterna forsteri,mate fidelity,,,citation311,grant,17/07/2016
1066,Sterna hirundinacea,mate fidelity,,,citation311,grant,17/07/2016
1067,Sterna hirundo,mate fidelity,,,citation311,grant,17/07/2016
1068,Sterna paradisaea,mate fidelity,,,citation311,grant,17/07/2016
1069,Sterna repressa,mate fidelity,,,citation311,grant,17/07/2016
1070,Sterna striata,mate fidelity,,,citation311,grant,17/07/2016
1071,Sterna sumatrana,mate fidelity,,,citation311,grant,17/07/2016
1072,Sterna trudeaui,mate fidelity,,,citation311,grant,17/07/2016
1073,Sterna virgata,mate fidelity,,,citation311,grant,17/07/2016
1074,Sterna vittata,mate fidelity,,,citation311,grant,17/07/2016
1075,Sternula albifrons,mate fidelity,,,citation311,grant,17/07/2016
1076,Sternula antillarum,mate fidelity,,,citation311,grant,17/07/2016
1077,Sternula balaenarum,mate fidelity,,,citation311,grant,17/07/2016
1078,Sternula lorata,mate fidelity,,,citation311,grant,17/07/2016
1079,Sternula nereis,mate fidelity,,,citation311,grant,17/07/2016
1080,Sternula saundersi,mate fidelity,,,citation311,grant,17/07/2016
1081,Sternula superciliaris,mate fidelity,,,citation311,grant,17/07/2016
1082,Thalasseus bengalensis,mate fidelity,,,citation311,grant,17/07/2016
1083,Thalasseus bergii,mate fidelity,,,citation311,grant,17/07/2016
1084,Thalasseus bernsteini,mate fidelity,,,citation311,grant,17/07/2016
1085,Thalasseus elegans,mate fidelity,,,citation311,grant,17/07/2016
1086,Thalasseus maximus,mate fidelity,,,citation311,grant,17/07/2016
1087,Thalasseus sandvicensis acuflavida,mate fidelity,,,citation311,grant,17/07/2016
1088,Thalasseus sandvicensis eurygnatha,mate fidelity,,,citation311,grant,17/07/2016
1089,Xema sabini,mate fidelity,,,citation311,grant,17/07/2016
1090,Fregetta grallaria,mate fidelity,,,citation311,grant,17/07/2016
1091,Fregetta maoriana,mate fidelity,,,citation311,grant,17/07/2016
1092,Fregetta tropica,mate fidelity,,,citation311,grant,17/07/2016
1093,Garrodia nereis,mate fidelity,,,citation311,grant,17/07/2016
1094,Nesofregetta fuliginosa,mate fidelity,,,citation311,grant,17/07/2016
1095,Oceanites gracilis,mate fidelity,,,citation311,grant,17/07/2016
1096,Oceanites gracilis galapagoensis,mate fidelity,,,citation311,grant,17/07/2016
1097,Oceanites oceanicus,mate fidelity,,,citation311,grant,17/07/2016
1098,Oceanites oceanicus chilensis,mate fidelity,,,citation311,grant,17/07/2016
1099,Oceanites oceanicus exasperatus,mate fidelity,,,citation311,grant,17/07/2016
1100,Oceanites oceanicus oceanicus,mate fidelity,,,citation311,grant,17/07/2016
1101,Oceanites pincoyae,mate fidelity,,,citation311,grant,17/07/2016
1102,Pelagodroma marina,mate fidelity,,,citation311,grant,17/07/2016
1103,Pedionomus torquatus,mate fidelity,,,citation311,grant,17/07/2016
1104,Pelecanus conspicillatus,mate fidelity,,,citation311,grant,17/07/2016
1105,Pelecanus crispus,mate fidelity,,,citation311,grant,17/07/2016
1106,Pelecanus erythrorhynchos,mate fidelity,,,citation311,grant,17/07/2016
1107,Pelecanus occidentalis,mate fidelity,,,citation311,grant,17/07/2016
1108,Pelecanus onocrotalus,mate fidelity,,,citation311,grant,17/07/2016
1109,Pelecanus philippensis,mate fidelity,,,citation311,grant,17/07/2016
1110,Pelecanus rufescens,mate fidelity,,,citation311,grant,17/07/2016
1111,Pelecanus thagus,mate fidelity,,,citation311,grant,17/07/2016
1112,Phaethon aethereus,mate fidelity,,,citation311,grant,17/07/2016
1113,Phaethon lepturus,mate fidelity,,,citation311,grant,17/07/2016
1114,Phaethon rubricauda,mate fidelity,,,citation311,grant,17/07/2016
1115,Microcarbo africanus,mate fidelity,,,citation311,grant,17/07/2016
1116,Microcarbo coronatus,mate fidelity,,,citation311,grant,17/07/2016
1117,Microcarbo melanoleucos,mate fidelity,,,citation311,grant,17/07/2016
1118,Microcarbo niger,mate fidelity,,,citation311,grant,17/07/2016
1119,Microcarbo pygmaeus,mate fidelity,,,citation311,grant,17/07/2016
1120,Phalacrocorax bransfieldensis,mate fidelity,,,citation311,grant,17/07/2016
1121,Phalacrocorax georgianus,mate fidelity,,,citation311,grant,17/07/2016
1122,Phalacrocorax aristotelis,mate fidelity,,,citation311,grant,17/07/2016
1123,Phalacrocorax atriceps,mate fidelity,,,citation311,grant,17/07/2016
1124,Phalacrocorax auritus,mate fidelity,,,citation311,grant,17/07/2016
1125,Phalacrocorax bougainvilliorum,mate fidelity,,,citation311,grant,17/07/2016
1126,Phalacrocorax brasilianus,mate fidelity,,,citation311,grant,17/07/2016
1127,Phalacrocorax campbelli,mate fidelity,,,citation311,grant,17/07/2016
1128,Phalacrocorax capensis,mate fidelity,,,citation311,grant,17/07/2016
1129,Phalacrocorax capillatus,mate fidelity,,,citation311,grant,17/07/2016
1130,Phalacrocorax carbo,mate fidelity,,,citation311,grant,17/07/2016
1131,Phalacrocorax carunculatus,mate fidelity,,,citation311,grant,17/07/2016
1132,Phalacrocorax chalconotus,mate fidelity,,,citation311,grant,17/07/2016
1133,Phalacrocorax colensoi,mate fidelity,,,citation311,grant,17/07/2016
1134,Phalacrocorax featherstoni,mate fidelity,,,citation311,grant,17/07/2016
1135,Phalacrocorax fuscescens,mate fidelity,,,citation311,grant,17/07/2016
1136,Phalacrocorax fuscicollis,mate fidelity,,,citation311,grant,17/07/2016
1137,Phalacrocorax gaimardi,mate fidelity,,,citation311,grant,17/07/2016
1138,Phalacrocorax harrisi,mate fidelity,,,citation311,grant,17/07/2016
1139,Phalacrocorax magellanicus,mate fidelity,,,citation311,grant,17/07/2016
1140,Phalacrocorax neglectus,mate fidelity,,,citation311,grant,17/07/2016
1141,Phalacrocorax nigrogularis,mate fidelity,,,citation311,grant,17/07/2016
1142,Phalacrocorax onslowi,mate fidelity,,,citation311,grant,17/07/2016
1143,Phalacrocorax pelagicus,mate fidelity,,,citation311,grant,17/07/2016
1144,Phalacrocorax penicillatus,mate fidelity,,,citation311,grant,17/07/2016
1145,Phalacrocorax perspicillatus,mate fidelity,,,citation311,grant,17/07/2016
1146,Phalacrocorax punctatus,mate fidelity,,,citation311,grant,17/07/2016
1147,Phalacrocorax ranfurlyi,mate fidelity,,,citation311,grant,17/07/2016
1148,Phalacrocorax sulcirostris,mate fidelity,,,citation311,grant,17/07/2016
1149,Phalacrocorax urile,mate fidelity,,,citation311,grant,17/07/2016
1150,Phalacrocorax varius,mate fidelity,,,citation311,grant,17/07/2016
1151,Phalacrocorax verrucosus,mate fidelity,,,citation311,grant,17/07/2016
1152,Pluvianellus socialis,mate fidelity,,,citation311,grant,17/07/2016
1153,Pluvianus aegyptius,mate fidelity,,,citation311,grant,17/07/2016
1154,Aphrodroma brevirostris,mate fidelity,,,citation311,grant,17/07/2016
1155,Ardenna bulleri,mate fidelity,,,citation311,grant,17/07/2016
1156,Ardenna carneipes,mate fidelity,,,citation311,grant,17/07/2016
1157,Ardenna creatopus,mate fidelity,,,citation311,grant,17/07/2016
1158,Ardenna gravis,mate fidelity,,,citation311,grant,17/07/2016
1159,Ardenna grisea,mate fidelity,,,citation311,grant,17/07/2016
1160,Ardenna pacifica,mate fidelity,,,citation311,grant,17/07/2016
1161,Ardenna tenuirostris,mate fidelity,,,citation311,grant,17/07/2016
1162,Bulweria bifax,mate fidelity,,,citation311,grant,17/07/2016
1163,Bulweria bulwerii,mate fidelity,,,citation311,grant,17/07/2016
1164,Bulweria fallax,mate fidelity,,,citation311,grant,17/07/2016
1165,Calonectris borealis,mate fidelity,,,citation311,grant,17/07/2016
1166,Calonectris diomedea,mate fidelity,,,citation311,grant,17/07/2016
1167,Calonectris edwardsii,mate fidelity,,,citation311,grant,17/07/2016
1168,Calonectris leucomelas,mate fidelity,,,citation311,grant,17/07/2016
1169,Daption capense,mate fidelity,,,citation311,grant,17/07/2016
1170,Fulmarus glacialis,mate fidelity,,,citation311,grant,17/07/2016
1171,Fulmarus glacialoides,mate fidelity,,,citation311,grant,17/07/2016
1172,Halobaena caerulea,mate fidelity,,,citation311,grant,17/07/2016
1173,Macronectes giganteus,mate fidelity,,,citation311,grant,17/07/2016
1174,Macronectes halli,mate fidelity,,,citation311,grant,17/07/2016
1175,Pachyptila belcheri,mate fidelity,,,citation311,grant,17/07/2016
1176,Pachyptila crassirostris,mate fidelity,,,citation311,grant,17/07/2016
1177,Pachyptila desolata,mate fidelity,,,citation311,grant,17/07/2016
1178,Pachyptila salvini,mate fidelity,,,citation311,grant,17/07/2016
1179,Pachyptila turtur,mate fidelity,,,citation311,grant,17/07/2016
1180,Pachyptila vittata,mate fidelity,,,citation311,grant,17/07/2016
1181,Pagodroma nivea,mate fidelity,,,citation311,grant,17/07/2016
1182,Pelecanoides garnotii,mate fidelity,,,citation311,grant,17/07/2016
1183,Pelecanoides georgicus,mate fidelity,,,citation311,grant,17/07/2016
1184,Pelecanoides magellani,mate fidelity,,,citation311,grant,17/07/2016
1185,Pelecanoides urinatrix,mate fidelity,,,citation311,grant,17/07/2016
1186,Pelecanoides urinatrix exsul,mate fidelity,,,citation311,grant,17/07/2016
1187,Procellaria aequinoctialis,mate fidelity,,,citation311,grant,17/07/2016
1188,Procellaria cinerea,mate fidelity,,,citation311,grant,17/07/2016
1189,Procellaria conspicillata,mate fidelity,,,citation311,grant,17/07/2016
1190,Procellaria parkinsoni,mate fidelity,,,citation311,grant,17/07/2016
1191,Procellaria westlandica,mate fidelity,,,citation311,grant,17/07/2016
1192,Pseudobulweria aterrima,mate fidelity,,,citation311,grant,17/07/2016
1193,Pseudobulweria becki,mate fidelity,,,citation311,grant,17/07/2016
1194,Pseudobulweria macgillivrayi,mate fidelity,,,citation311,grant,17/07/2016
1195,Pseudobulweria rostrata,mate fidelity,,,citation311,grant,17/07/2016
1196,Pterdroma occulta,mate fidelity,,,citation311,grant,17/07/2016
1197,Pterodroma alba,mate fidelity,,,citation311,grant,17/07/2016
1198,Pterodroma arminjoniana,mate fidelity,,,citation311,grant,17/07/2016
1199,Pterodroma atrata,mate fidelity,,,citation311,grant,17/07/2016
1200,Pterodroma axillaris,mate fidelity,,,citation311,grant,17/07/2016
1201,Pterodroma baraui,mate fidelity,,,citation311,grant,17/07/2016
1202,Pterodroma brevipes,mate fidelity,,,citation311,grant,17/07/2016
1203,Pterodroma cahow,mate fidelity,,,citation311,grant,17/07/2016
1204,Pterodroma caribbaea,mate fidelity,,,citation311,grant,17/07/2016
1205,Pterodroma cervicalis,mate fidelity,,,citation311,grant,17/07/2016
1206,Pterodroma cookii,mate fidelity,,,citation311,grant,17/07/2016
1207,Pterodroma defilippiana,mate fidelity,,,citation311,grant,17/07/2016
1208,Pterodroma deserta,mate fidelity,,,citation311,grant,17/07/2016
1209,Pterodroma externa,mate fidelity,,,citation311,grant,17/07/2016
1210,Pterodroma feae,mate fidelity,,,citation311,grant,17/07/2016
1211,Pterodroma gouldi,mate fidelity,,,citation311,grant,17/07/2016
1212,Pterodroma hasitata,mate fidelity,,,citation311,grant,17/07/2016
1213,Pterodroma heraldica,mate fidelity,,,citation311,grant,17/07/2016
1214,Pterodroma hypoleuca,mate fidelity,,,citation311,grant,17/07/2016
1215,Pterodroma incerta,mate fidelity,,,citation311,grant,17/07/2016
1216,Pterodroma inexpectata,mate fidelity,,,citation311,grant,17/07/2016
1217,Pterodroma lessonii,mate fidelity,,,citation311,grant,17/07/2016
1218,Pterodroma leucoptera,mate fidelity,,,citation311,grant,17/07/2016
1219,Pterodroma longirostris,mate fidelity,,,citation311,grant,17/07/2016
1220,Pterodroma macroptera,mate fidelity,,,citation311,grant,17/07/2016
1221,Pterodroma madeira,mate fidelity,,,citation311,grant,17/07/2016
1222,Pterodroma magentae,mate fidelity,,,citation311,grant,17/07/2016
1223,Pterodroma mollis,mate fidelity,,,citation311,grant,17/07/2016
1224,Pterodroma neglecta,mate fidelity,,,citation311,grant,17/07/2016
1225,Pterodroma nigripennis,mate fidelity,,,citation311,grant,17/07/2016
1226,Pterodroma phaeopygia,mate fidelity,,,citation311,grant,17/07/2016
1227,Pterodroma pycrofti,mate fidelity,,,citation311,grant,17/07/2016
1228,Pterodroma rupinarum,mate fidelity,,,citation311,grant,17/07/2016
1229,Pterodroma sandwichensis,mate fidelity,,,citation311,grant,17/07/2016
1230,Pterodroma solandri,mate fidelity,,,citation311,grant,17/07/2016
1231,Pterodroma ultima,mate fidelity,,,citation311,grant,17/07/2016
1232,Puffinus assimilis,mate fidelity,,,citation311,grant,17/07/2016
1233,Puffinus auricularis,mate fidelity,,,citation311,grant,17/07/2016
1234,Puffinus bailloni,mate fidelity,,,citation311,grant,17/07/2016
1235,Puffinus bannermani,mate fidelity,,,citation311,grant,17/07/2016
1236,Puffinus bryani,mate fidelity,,,citation311,grant,17/07/2016
1237,Puffinus elegans,mate fidelity,,,citation311,grant,17/07/2016
1238,Puffinus gavia,mate fidelity,,,citation311,grant,17/07/2016
1239,Puffinus heinrothi,mate fidelity,,,citation311,grant,17/07/2016
1240,Puffinus huttoni,mate fidelity,,,citation311,grant,17/07/2016
1241,Puffinus lherminieri,mate fidelity,,,citation311,grant,17/07/2016
1242,Puffinus mauretanicus,mate fidelity,,,citation311,grant,17/07/2016
1243,Puffinus nativitatis,mate fidelity,,,citation311,grant,17/07/2016
1244,Puffinus newelli,mate fidelity,,,citation311,grant,17/07/2016
1245,Puffinus opisthomelas,mate fidelity,,,citation311,grant,17/07/2016
1246,Puffinus persicus,mate fidelity,,,citation311,grant,17/07/2016
1247,Puffinus puffinus,mate fidelity,,,citation311,grant,17/07/2016
1248,Puffinus subalaris,mate fidelity,,,citation311,grant,17/07/2016
1249,Puffinus yelkouan,mate fidelity,,,citation311,grant,17/07/2016
1250,Thalassoica antarctica,mate fidelity,,,citation311,grant,17/07/2016
1251,Cladorhynchus leucocephalus,mate fidelity,,,citation311,grant,17/07/2016
1252,Himantopus himantopus,mate fidelity,,,citation311,grant,17/07/2016
1253,Himantopus novaezelandiae,mate fidelity,,,citation311,grant,17/07/2016
1254,Recurvirostra americana,mate fidelity,,,citation311,grant,17/07/2016
1255,Recurvirostra andina,mate fidelity,,,citation311,grant,17/07/2016
1256,Recurvirostra avosetta,mate fidelity,,,citation311,grant,17/07/2016
1257,Recurvirostra novaehollandiae,mate fidelity,,,citation311,grant,17/07/2016
1258,Nycticryphes semicollaris,mate fidelity,,,citation311,grant,17/07/2016
1259,Rostratula australis,mate fidelity,,,citation311,grant,17/07/2016
1260,Rostratula benghalensis,mate fidelity,,,citation311,grant,17/07/2016
1261,Actitis hypoleucos,mate fidelity,,,citation311,grant,17/07/2016
1262,Actitis macularius,mate fidelity,,,citation311,grant,17/07/2016
1263,Arenaria interpres,mate fidelity,,,citation311,grant,17/07/2016
1264,Arenaria melanocephala,mate fidelity,,,citation311,grant,17/07/2016
1265,Bartramia longicauda,mate fidelity,,,citation311,grant,17/07/2016
1266,Calidris acuminata,mate fidelity,,,citation311,grant,17/07/2016
1267,Calidris alba,mate fidelity,,,citation311,grant,17/07/2016
1268,Calidris alpina,mate fidelity,,,citation311,grant,17/07/2016
1269,Calidris bairdii,mate fidelity,,,citation311,grant,17/07/2016
1270,Calidris canutus,mate fidelity,,,citation311,grant,17/07/2016
1271,Calidris falcinellus,mate fidelity,,,citation311,grant,17/07/2016
1272,Calidris ferruginea,mate fidelity,,,citation311,grant,17/07/2016
1273,Calidris fuscicollis,mate fidelity,,,citation311,grant,17/07/2016
1274,Calidris himantopus,mate fidelity,,,citation311,grant,17/07/2016
1275,Calidris maritima,mate fidelity,,,citation311,grant,17/07/2016
1276,Calidris mauri,mate fidelity,,,citation311,grant,17/07/2016
1277,Calidris melanotos,mate fidelity,,,citation311,grant,17/07/2016
1278,Calidris minuta,mate fidelity,,,citation311,grant,17/07/2016
1279,Calidris minutilla,mate fidelity,,,citation311,grant,17/07/2016
1280,Calidris ptilocnemis,mate fidelity,,,citation311,grant,17/07/2016
1281,Calidris pugnax,mate fidelity,,,citation311,grant,17/07/2016
1282,Calidris pusilla,mate fidelity,,,citation311,grant,17/07/2016
1283,Calidris pygmaea,mate fidelity,,,citation311,grant,17/07/2016
1284,Calidris ruficollis,mate fidelity,,,citation311,grant,17/07/2016
1285,Calidris subminuta,mate fidelity,,,citation311,grant,17/07/2016
1286,Calidris subruficollis,mate fidelity,,,citation311,grant,17/07/2016
1287,Calidris temminckii,mate fidelity,,,citation311,grant,17/07/2016
1288,Calidris tenuirostris,mate fidelity,,,citation311,grant,17/07/2016
1289,Calidris virgata,mate fidelity,,,citation311,grant,17/07/2016
1290,Coenocorypha aucklandica,mate fidelity,,,citation311,grant,17/07/2016
1291,Coenocorypha barrierensis,mate fidelity,,,citation311,grant,17/07/2016
1292,Coenocorypha huegeli,mate fidelity,,,citation311,grant,17/07/2016
1293,Coenocorypha iredalei,mate fidelity,,,citation311,grant,17/07/2016
1294,Coenocorypha pusilla,mate fidelity,,,citation311,grant,17/07/2016
1295,Gallinago andina,mate fidelity,,,citation311,grant,17/07/2016
