feature_id,species_id,traits,mean,range,uncertainty,units,comments,study_year,study_location,citeid,username,dt
8213,Chlidonias albostriatus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8214,Chlidonias albostriatus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8215,Chlidonias albostriatus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8216,Chlidonias hybrida,female mass,,"[0.06,0.101]",,Kg,,,,citation311,grant,7/15/2016
8217,Chlidonias hybrida,male mass,,"[0.06,0.101]",,Kg,,,,citation311,grant,7/15/2016
8218,Chlidonias hybrida,culmen,,,,mm,,,,citation311,grant,7/15/2016
8219,Chlidonias hybrida,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8220,Chlidonias hybrida,tail,,,,mm,,,,citation311,grant,7/15/2016
8221,Chlidonias hybrida,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8222,Chlidonias hybrida,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8223,Chlidonias hybrida,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8224,Chlidonias hybrida,clutch size,3,"[1,4]",,N/A,,,,citation311,grant,7/15/2016
8225,Chlidonias hybrida,egg mass,16.46,,,g,,,,citation311,grant,7/15/2016
8226,Chlidonias hybrida,incubation period,,"[18,20]",,d,,,,citation311,grant,7/15/2016
8227,Chlidonias hybrida,fledging period,23,,,d,,,,citation311,grant,7/15/2016
8228,Chlidonias hybrida,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8229,Chlidonias hybrida,hatching success,,,,%,,,,citation311,grant,7/15/2016
8230,Chlidonias hybrida,fledging success,,,,%,,,,citation311,grant,7/15/2016
8231,Chlidonias hybrida,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8232,Chlidonias hybrida,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8233,Chlidonias hybrida,post fledge care,,,yes,d,,,,citation311,grant,7/15/2016
8234,Chlidonias hybrida,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8235,Chlidonias hybrida,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8236,Chlidonias hybrida,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8237,Chlidonias hybrida,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8238,Chlidonias hybrida,first year survival,,,,%,,,,citation311,grant,7/15/2016
8239,Chlidonias hybrida,second year survival,,,,%,,,,citation311,grant,7/15/2016
8240,Chlidonias hybrida,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8241,Chlidonias hybrida,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8242,Chlidonias hybrida,migration distance,,,,km,,,,citation311,grant,7/15/2016
8243,Chlidonias hybrida,wingspan,,"[64,70]",,cm,,,,citation311,grant,7/15/2016
8244,Chlidonias hybrida,max age,,,,yrs,,,,citation311,grant,7/15/2016
8245,Chlidonias hybrida,annual survival,,,,%,,,,citation311,grant,7/15/2016
8246,Chlidonias hybrida,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8247,Chlidonias leucopterus,female mass,0.07,"[0.042,0.079]",,Kg,,,,citation311,grant,7/15/2016
8248,Chlidonias leucopterus,male mass,0.07,"[0.042,0.079]",,Kg,,,,citation311,grant,7/15/2016
8249,Chlidonias leucopterus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8250,Chlidonias leucopterus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8251,Chlidonias leucopterus,tail,,,,mm,,,,citation311,grant,7/15/2016
8252,Chlidonias leucopterus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8253,Chlidonias leucopterus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8254,Chlidonias leucopterus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8255,Chlidonias leucopterus,clutch size,2.8,"[2,3]",,N/A,,,,citation311,grant,7/15/2016
8256,Chlidonias leucopterus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8257,Chlidonias leucopterus,incubation period,,"[18,22]",,d,,,,citation311,grant,7/15/2016
8258,Chlidonias leucopterus,fledging period,,"[20,25]",,d,,,,citation311,grant,7/15/2016
8259,Chlidonias leucopterus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8260,Chlidonias leucopterus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8261,Chlidonias leucopterus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8262,Chlidonias leucopterus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8263,Chlidonias leucopterus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8264,Chlidonias leucopterus,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8265,Chlidonias leucopterus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8266,Chlidonias leucopterus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8267,Chlidonias leucopterus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8268,Chlidonias leucopterus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8269,Chlidonias leucopterus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8270,Chlidonias leucopterus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8271,Chlidonias leucopterus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8272,Chlidonias leucopterus,age first breed,2,,,yrs,,,,citation311,grant,7/15/2016
8273,Chlidonias leucopterus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8274,Chlidonias leucopterus,wingspan,,"[58,67]",,cm,,,,citation311,grant,7/15/2016
8275,Chlidonias leucopterus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8276,Chlidonias leucopterus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8277,Chlidonias leucopterus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8278,Chlidonias niger,female mass,0.06,,,Kg,,,,citation311,grant,7/15/2016
8279,Chlidonias niger,male mass,0.06,,,Kg,,,,citation311,grant,7/15/2016
8280,Chlidonias niger,culmen,,,,mm,,,,citation311,grant,7/15/2016
8281,Chlidonias niger,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8282,Chlidonias niger,tail,,,,mm,,,,citation311,grant,7/15/2016
8283,Chlidonias niger,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8284,Chlidonias niger,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8285,Chlidonias niger,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8286,Chlidonias niger,clutch size,2.6,"[1,4]",,N/A,,,,citation311,grant,7/15/2016
8287,Chlidonias niger,egg mass,,,,g,,,,citation311,grant,7/15/2016
8288,Chlidonias niger,incubation period,20.5,"[19,23]",,d,,,,citation311,grant,7/15/2016
8289,Chlidonias niger,fledging period,22,"[20,25]",,d,,,,citation311,grant,7/15/2016
8290,Chlidonias niger,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8291,Chlidonias niger,hatching success,,,,%,,,,citation311,grant,7/15/2016
8292,Chlidonias niger,fledging success,,,,%,,,,citation311,grant,7/15/2016
8293,Chlidonias niger,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8294,Chlidonias niger,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8295,Chlidonias niger,post fledge care,40,,,d,,,,citation311,grant,7/15/2016
8296,Chlidonias niger,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8297,Chlidonias niger,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8298,Chlidonias niger,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8299,Chlidonias niger,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8300,Chlidonias niger,first year survival,,,,%,,,,citation311,grant,7/15/2016
8301,Chlidonias niger,second year survival,,,,%,,,,citation311,grant,7/15/2016
8302,Chlidonias niger,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8303,Chlidonias niger,age first breed,2,"[2,3]",,yrs,,,,citation311,grant,7/15/2016
8304,Chlidonias niger,migration distance,,,,km,,,,citation311,grant,7/15/2016
8305,Chlidonias niger,wingspan,,"[57,65]",,cm,,,,citation311,grant,7/15/2016
8306,Chlidonias niger,max age,17,,,yrs,,,,citation311,grant,7/15/2016
8307,Chlidonias niger,annual survival,,,,%,,,,citation311,grant,7/15/2016
8308,Chlidonias niger,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8309,Creagrus furcatus,female mass,,"[0.55,0.74]",,Kg,,,,citation311,grant,7/15/2016
8310,Creagrus furcatus,male mass,,"[0.63,0.78]",,Kg,,,,citation311,grant,7/15/2016
8311,Creagrus furcatus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8312,Creagrus furcatus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8313,Creagrus furcatus,tail,,,,mm,,,,citation311,grant,7/15/2016
8314,Creagrus furcatus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8315,Creagrus furcatus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8316,Creagrus furcatus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8317,Creagrus furcatus,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
8318,Creagrus furcatus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8319,Creagrus furcatus,incubation period,32,"[29,38]",,d,,,,citation311,grant,7/15/2016
8320,Creagrus furcatus,fledging period,,"[58,84]",,d,,,,citation311,grant,7/15/2016
8321,Creagrus furcatus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8322,Creagrus furcatus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8323,Creagrus furcatus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8324,Creagrus furcatus,max growth,46,,,g/d,,,,citation311,grant,7/15/2016
8325,Creagrus furcatus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8326,Creagrus furcatus,post fledge care,30,,+,d,,,,citation311,grant,7/15/2016
8327,Creagrus furcatus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8328,Creagrus furcatus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8329,Creagrus furcatus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8330,Creagrus furcatus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8331,Creagrus furcatus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8332,Creagrus furcatus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8333,Creagrus furcatus,survival to breeding,83,,,%,,,,citation311,grant,7/15/2016
8334,Creagrus furcatus,age first breed,5,"[2,6]",,yrs,,,,citation311,grant,7/15/2016
8335,Creagrus furcatus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8336,Creagrus furcatus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8337,Creagrus furcatus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8338,Creagrus furcatus,annual survival,97,"[89,99]",,%,,,,citation311,grant,7/15/2016
8339,Creagrus furcatus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8340,Gelochelidon macrotarsa,female mass,,,,Kg,,,,citation311,grant,7/15/2016
8341,Gelochelidon macrotarsa,male mass,,,,Kg,,,,citation311,grant,7/15/2016
8342,Gelochelidon macrotarsa,culmen,,,,mm,,,,citation311,grant,7/15/2016
8343,Gelochelidon macrotarsa,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8344,Gelochelidon macrotarsa,tail,,,,mm,,,,citation311,grant,7/15/2016
8345,Gelochelidon macrotarsa,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8346,Gelochelidon macrotarsa,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8347,Gelochelidon macrotarsa,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8348,Gelochelidon macrotarsa,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
8349,Gelochelidon macrotarsa,egg mass,,,,g,,,,citation311,grant,7/15/2016
8350,Gelochelidon macrotarsa,incubation period,,,,d,,,,citation311,grant,7/15/2016
8351,Gelochelidon macrotarsa,fledging period,,,,d,,,,citation311,grant,7/15/2016
8352,Gelochelidon macrotarsa,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8353,Gelochelidon macrotarsa,hatching success,,,,%,,,,citation311,grant,7/15/2016
8354,Gelochelidon macrotarsa,fledging success,,,,%,,,,citation311,grant,7/15/2016
8355,Gelochelidon macrotarsa,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8356,Gelochelidon macrotarsa,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8357,Gelochelidon macrotarsa,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8358,Gelochelidon macrotarsa,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8359,Gelochelidon macrotarsa,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8360,Gelochelidon macrotarsa,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8361,Gelochelidon macrotarsa,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8362,Gelochelidon macrotarsa,first year survival,,,,%,,,,citation311,grant,7/15/2016
8363,Gelochelidon macrotarsa,second year survival,,,,%,,,,citation311,grant,7/15/2016
8364,Gelochelidon macrotarsa,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8365,Gelochelidon macrotarsa,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8366,Gelochelidon macrotarsa,migration distance,,,,km,,,,citation311,grant,7/15/2016
8367,Gelochelidon macrotarsa,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8368,Gelochelidon macrotarsa,max age,,,,yrs,,,,citation311,grant,7/15/2016
8369,Gelochelidon macrotarsa,annual survival,,,,%,,,,citation311,grant,7/15/2016
8370,Gelochelidon macrotarsa,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8371,Gelochelidon nilotica,female mass,,"[0.15,0.29]",,Kg,,,,citation311,grant,7/15/2016
8372,Gelochelidon nilotica,male mass,,"[0.15,0.29]",,Kg,,,,citation311,grant,7/15/2016
8373,Gelochelidon nilotica,culmen,,,,mm,,,,citation311,grant,7/15/2016
8374,Gelochelidon nilotica,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8375,Gelochelidon nilotica,tail,,,,mm,,,,citation311,grant,7/15/2016
8376,Gelochelidon nilotica,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8377,Gelochelidon nilotica,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8378,Gelochelidon nilotica,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8379,Gelochelidon nilotica,clutch size,3,"[1,5]",,N/A,,,,citation311,grant,7/15/2016
8380,Gelochelidon nilotica,egg mass,,,,g,,,,citation311,grant,7/15/2016
8381,Gelochelidon nilotica,incubation period,22.5,"[22,23]",,d,,,,citation311,grant,7/15/2016
8382,Gelochelidon nilotica,fledging period,31.5,"[28,35]",,d,,,,citation311,grant,7/15/2016
8383,Gelochelidon nilotica,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8384,Gelochelidon nilotica,hatching success,,,,%,,,,citation311,grant,7/15/2016
8385,Gelochelidon nilotica,fledging success,,,,%,,,,citation311,grant,7/15/2016
8386,Gelochelidon nilotica,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8387,Gelochelidon nilotica,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8388,Gelochelidon nilotica,post fledge care,60,,,d,,,,citation311,grant,7/15/2016
8389,Gelochelidon nilotica,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8390,Gelochelidon nilotica,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8391,Gelochelidon nilotica,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8392,Gelochelidon nilotica,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8393,Gelochelidon nilotica,first year survival,,,,%,,,,citation311,grant,7/15/2016
8394,Gelochelidon nilotica,second year survival,,,,%,,,,citation311,grant,7/15/2016
8395,Gelochelidon nilotica,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8396,Gelochelidon nilotica,age first breed,5,,,yrs,,,,citation311,grant,7/15/2016
8397,Gelochelidon nilotica,migration distance,,,,km,,,,citation311,grant,7/15/2016
8398,Gelochelidon nilotica,wingspan,,"[85,103]",,cm,,,,citation311,grant,7/15/2016
8399,Gelochelidon nilotica,max age,15.8,,,yrs,,,,citation311,grant,7/15/2016
8400,Gelochelidon nilotica,annual survival,,,,%,,,,citation311,grant,7/15/2016
8401,Gelochelidon nilotica,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8402,Gygis alba,female mass,,"[0.08,0.16]",,Kg,,,,citation311,grant,7/15/2016
8403,Gygis alba,male mass,,"[0.08,0.16]",,Kg,,,,citation311,grant,7/15/2016
8404,Gygis alba,culmen,,,,mm,,,,citation311,grant,7/15/2016
8405,Gygis alba,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8406,Gygis alba,tail,,,,mm,,,,citation311,grant,7/15/2016
8407,Gygis alba,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8408,Gygis alba,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8409,Gygis alba,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8410,Gygis alba,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
8411,Gygis alba,egg mass,,,,g,,,,citation311,grant,7/15/2016
8412,Gygis alba,incubation period,35.6,"[33,41]",,d,,,,citation311,grant,7/15/2016
8413,Gygis alba,fledging period,48.6,"[31,67]",,d,,,,citation311,grant,7/15/2016
8414,Gygis alba,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8415,Gygis alba,hatching success,,,,%,,,,citation311,grant,7/15/2016
8416,Gygis alba,fledging success,,,,%,,,,citation311,grant,7/15/2016
8417,Gygis alba,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8418,Gygis alba,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8419,Gygis alba,post fledge care,,"[35,60]",,d,,,,citation311,grant,7/15/2016
8420,Gygis alba,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8421,Gygis alba,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8422,Gygis alba,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8423,Gygis alba,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8424,Gygis alba,first year survival,,,,%,,,,citation311,grant,7/15/2016
8425,Gygis alba,second year survival,,,,%,,,,citation311,grant,7/15/2016
8426,Gygis alba,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8427,Gygis alba,age first breed,,"[3,5]",+,yrs,,,,citation311,grant,7/15/2016
8428,Gygis alba,migration distance,,,,km,,,,citation311,grant,7/15/2016
8429,Gygis alba,wingspan,73,,,cm,,,,citation311,grant,7/15/2016
8430,Gygis alba,max age,37,,,yrs,,,,citation311,grant,7/15/2016
8431,Gygis alba,annual survival,,,,%,,,,citation311,grant,7/15/2016
8432,Gygis alba,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8433,Gygis microrhyncha,female mass,,,,Kg,,,,citation311,grant,7/15/2016
8434,Gygis microrhyncha,male mass,,,,Kg,,,,citation311,grant,7/15/2016
8435,Gygis microrhyncha,culmen,,,,mm,,,,citation311,grant,7/15/2016
8436,Gygis microrhyncha,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8437,Gygis microrhyncha,tail,,,,mm,,,,citation311,grant,7/15/2016
8438,Gygis microrhyncha,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8439,Gygis microrhyncha,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8440,Gygis microrhyncha,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8441,Gygis microrhyncha,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
8442,Gygis microrhyncha,egg mass,,,,g,,,,citation311,grant,7/15/2016
8443,Gygis microrhyncha,incubation period,35,,ca,d,,,,citation311,grant,7/15/2016
8444,Gygis microrhyncha,fledging period,,,,d,,,,citation311,grant,7/15/2016
8445,Gygis microrhyncha,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8446,Gygis microrhyncha,hatching success,,,,%,,,,citation311,grant,7/15/2016
8447,Gygis microrhyncha,fledging success,,,,%,,,,citation311,grant,7/15/2016
8448,Gygis microrhyncha,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8449,Gygis microrhyncha,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8450,Gygis microrhyncha,post fledge care,,,,d,,,,citation311,grant,7/15/2016
8451,Gygis microrhyncha,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8452,Gygis microrhyncha,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8453,Gygis microrhyncha,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8454,Gygis microrhyncha,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8455,Gygis microrhyncha,first year survival,,,,%,,,,citation311,grant,7/15/2016
8456,Gygis microrhyncha,second year survival,,,,%,,,,citation311,grant,7/15/2016
8457,Gygis microrhyncha,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8458,Gygis microrhyncha,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
8459,Gygis microrhyncha,migration distance,,,,km,,,,citation311,grant,7/15/2016
8460,Gygis microrhyncha,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8461,Gygis microrhyncha,max age,,,,yrs,,,,citation311,grant,7/15/2016
8462,Gygis microrhyncha,annual survival,,,,%,,,,citation311,grant,7/15/2016
8463,Gygis microrhyncha,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8464,Hydrocoloeus minutus,female mass,,"[0.1,0.156]",,Kg,,,,citation311,grant,7/15/2016
8465,Hydrocoloeus minutus,male mass,,"[0.1,0.156]",,Kg,,,,citation311,grant,7/15/2016
8466,Hydrocoloeus minutus,culmen,,,,mm,,,,citation311,grant,7/15/2016
8467,Hydrocoloeus minutus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8468,Hydrocoloeus minutus,tail,,,,mm,,,,citation311,grant,7/15/2016
8469,Hydrocoloeus minutus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8470,Hydrocoloeus minutus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8471,Hydrocoloeus minutus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8472,Hydrocoloeus minutus,clutch size,2.7,"[1,3]",,N/A,,,,citation311,grant,7/15/2016
8473,Hydrocoloeus minutus,egg mass,,,,g,,,,citation311,grant,7/15/2016
8474,Hydrocoloeus minutus,incubation period,,"[21,25]",,d,,,,citation311,grant,7/15/2016
8475,Hydrocoloeus minutus,fledging period,,"[21,28]",,d,,,,citation311,grant,7/15/2016
8476,Hydrocoloeus minutus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8477,Hydrocoloeus minutus,hatching success,,,,%,,,,citation311,grant,7/15/2016
8478,Hydrocoloeus minutus,fledging success,,,,%,,,,citation311,grant,7/15/2016
8479,Hydrocoloeus minutus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8480,Hydrocoloeus minutus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8481,Hydrocoloeus minutus,post fledge care,14,,+,d,,,,citation311,grant,7/15/2016
8482,Hydrocoloeus minutus,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
8483,Hydrocoloeus minutus,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8484,Hydrocoloeus minutus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8485,Hydrocoloeus minutus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8486,Hydrocoloeus minutus,first year survival,,,,%,,,,citation311,grant,7/15/2016
8487,Hydrocoloeus minutus,second year survival,,,,%,,,,citation311,grant,7/15/2016
8488,Hydrocoloeus minutus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8489,Hydrocoloeus minutus,age first breed,,"[2,3]",,yrs,,,,citation311,grant,7/15/2016
8490,Hydrocoloeus minutus,migration distance,,,,km,,,,citation311,grant,7/15/2016
8491,Hydrocoloeus minutus,wingspan,,,,cm,,,,citation311,grant,7/15/2016
8492,Hydrocoloeus minutus,max age,,,,yrs,,,,citation311,grant,7/15/2016
8493,Hydrocoloeus minutus,annual survival,,,,%,,,,citation311,grant,7/15/2016
8494,Hydrocoloeus minutus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8495,Hydroprogne caspia,female mass,0.66,,,Kg,,,,citation311,grant,7/15/2016
8496,Hydroprogne caspia,male mass,0.65,,,Kg,,,,citation311,grant,7/15/2016
8497,Hydroprogne caspia,culmen,,,,mm,,,,citation311,grant,7/15/2016
8498,Hydroprogne caspia,tarsus,,,,mm,,,,citation311,grant,7/15/2016
8499,Hydroprogne caspia,tail,,,,mm,,,,citation311,grant,7/15/2016
8500,Hydroprogne caspia,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8501,Hydroprogne caspia,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
8502,Hydroprogne caspia,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
8503,Hydroprogne caspia,clutch size,2,"[1,3]",,N/A,,,,citation311,grant,7/15/2016
8504,Hydroprogne caspia,egg mass,,,,g,,,,citation311,grant,7/15/2016
8505,Hydroprogne caspia,incubation period,27,"[25,28]",,d,,,,citation311,grant,7/15/2016
8506,Hydroprogne caspia,fledging period,40,"[35,45]",,d,,,,citation311,grant,7/15/2016
8507,Hydroprogne caspia,reproductive success,,,,%,,,,citation311,grant,7/15/2016
8508,Hydroprogne caspia,hatching success,,"[60,100]",,%,,,,citation311,grant,7/15/2016
8509,Hydroprogne caspia,fledging success,81,,,%,,,,citation311,grant,7/15/2016
8510,Hydroprogne caspia,max growth,,,,g/d,,,,citation311,grant,7/15/2016
8511,Hydroprogne caspia,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
8512,Hydroprogne caspia,post fledge care,90,,+,d,,,,citation311,grant,7/15/2016
8513,Hydroprogne caspia,fledgling mass,,"[0.465,0.579]",,g,,,,citation311,grant,7/15/2016
8514,Hydroprogne caspia,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
8515,Hydroprogne caspia,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
8516,Hydroprogne caspia,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
8517,Hydroprogne caspia,first year survival,,,,%,,,,citation311,grant,7/15/2016
8518,Hydroprogne caspia,second year survival,,,,%,,,,citation311,grant,7/15/2016
8519,Hydroprogne caspia,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
8520,Hydroprogne caspia,age first breed,3,"[2,4]",,yrs,,,,citation311,grant,7/15/2016
8521,Hydroprogne caspia,migration distance,,,,km,,,,citation311,grant,7/15/2016
8522,Hydroprogne caspia,wingspan,,"[127,146]",,cm,,,,citation311,grant,7/15/2016
8523,Hydroprogne caspia,max age,30,,,yrs,,,,citation311,grant,7/15/2016
8524,Hydroprogne caspia,annual survival,,"[87,91]",,%,,,,citation311,grant,7/15/2016
8525,Hydroprogne caspia,foraging distance,,,,km,,,,citation311,grant,7/15/2016
8526,Larosterna inca,female mass,0.19,"[0.18,0.21]",,Kg,,,,citation311,grant,7/15/2016
8527,Larosterna inca,male mass,0.19,"[0.18,0.21]",,Kg,,,,citation311,grant,7/15/2016
8528,Larosterna inca,culmen,,,,mm,,,,citation311,grant,7/15/2016
8529,Larosterna inca,tarsus,,,,mm,,,,citation311,grant,7/15/2016
