feature_id,species_id,traits,mean,range,uncertainty,units,comments,study_year,study_location,citeid,username,dt
335,Cepphus columba,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
336,Cepphus columba,age first breed,3,,,yrs,,,,citation311,grant,7/15/2016
337,Cepphus columba,migration distance,,,,km,,,,citation311,grant,7/15/2016
338,Cepphus columba,wingspan,58,,,cm,,,,citation311,grant,7/15/2016
339,Cepphus columba,max age,14,,,yrs,,,,citation311,grant,7/15/2016
340,Cepphus columba,annual survival,80,,,%,,,,citation311,grant,7/15/2016
341,Cepphus columba,foraging distance,,,,km,,,,citation311,grant,7/15/2016
342,Cepphus grylle,female mass,0.43,"[0.3,0.53]",,Kg,,,,citation311,grant,7/15/2016
343,Cepphus grylle,male mass,0.43,"[0.37,0.5]",,Kg,,,,citation311,grant,7/15/2016
344,Cepphus grylle,culmen,,,,mm,,,,citation311,grant,7/15/2016
345,Cepphus grylle,tarsus,,,,mm,,,,citation311,grant,7/15/2016
346,Cepphus grylle,tail,,,,mm,,,,citation311,grant,7/15/2016
347,Cepphus grylle,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
348,Cepphus grylle,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
349,Cepphus grylle,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
350,Cepphus grylle,clutch size,2,"[1,2]",,N/A,,,,citation311,grant,7/15/2016
351,Cepphus grylle,egg mass,50,,,g,,,,citation311,grant,7/15/2016
352,Cepphus grylle,incubation period,29,,,d,,,,citation311,grant,7/15/2016
353,Cepphus grylle,fledging period,36.5,"[34,39]",,d,,,,citation311,grant,7/15/2016
354,Cepphus grylle,reproductive success,,,,%,,,,citation311,grant,7/15/2016
355,Cepphus grylle,hatching success,,,,%,,,,citation311,grant,7/15/2016
356,Cepphus grylle,fledging success,,,,%,,,,citation311,grant,7/15/2016
357,Cepphus grylle,max growth,13.8,,,g/d,,,,citation311,grant,7/15/2016
358,Cepphus grylle,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
359,Cepphus grylle,post fledge care,0,,,d,,,,citation311,grant,7/15/2016
360,Cepphus grylle,fledgling mass,374,,,g,,,,citation311,grant,7/15/2016
361,Cepphus grylle,ratio fledgling to adult,92,,,%,,,,citation311,grant,7/15/2016
362,Cepphus grylle,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
363,Cepphus grylle,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
364,Cepphus grylle,first year survival,,,,%,,,,citation311,grant,7/15/2016
365,Cepphus grylle,second year survival,,,,%,,,,citation311,grant,7/15/2016
366,Cepphus grylle,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
367,Cepphus grylle,age first breed,3,"[3,4]",,yrs,,,,citation311,grant,7/15/2016
368,Cepphus grylle,migration distance,,,,km,,,,citation311,grant,7/15/2016
369,Cepphus grylle,wingspan,,,,cm,,,,citation311,grant,7/15/2016
370,Cepphus grylle,max age,13,,,yrs,,,,citation311,grant,7/15/2016
371,Cepphus grylle,annual survival,87,,,%,,,,citation311,grant,7/15/2016
372,Cepphus grylle,foraging distance,,,,km,,,,citation311,grant,7/15/2016
373,Cerorhinca monocerata,female mass,0.46,,,Kg,,,,citation311,grant,7/15/2016
374,Cerorhinca monocerata,male mass,0.51,,,Kg,,,,citation311,grant,7/15/2016
375,Cerorhinca monocerata,culmen,,,,mm,,,,citation311,grant,7/15/2016
376,Cerorhinca monocerata,tarsus,,,,mm,,,,citation311,grant,7/15/2016
377,Cerorhinca monocerata,tail,,,,mm,,,,citation311,grant,7/15/2016
378,Cerorhinca monocerata,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
379,Cerorhinca monocerata,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
380,Cerorhinca monocerata,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
381,Cerorhinca monocerata,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
382,Cerorhinca monocerata,egg mass,77,,,g,,,,citation311,grant,7/15/2016
383,Cerorhinca monocerata,incubation period,44.9,"[39,52]",,d,,,,citation311,grant,7/15/2016
384,Cerorhinca monocerata,fledging period,,"[50,60]",,d,,,,citation311,grant,7/15/2016
385,Cerorhinca monocerata,reproductive success,,,,%,,,,citation311,grant,7/15/2016
386,Cerorhinca monocerata,hatching success,,,,%,,,,citation311,grant,7/15/2016
387,Cerorhinca monocerata,fledging success,,,,%,,,,citation311,grant,7/15/2016
388,Cerorhinca monocerata,max growth,10,,,g/d,,,,citation311,grant,7/15/2016
389,Cerorhinca monocerata,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
390,Cerorhinca monocerata,post fledge care,0,,,d,,,,citation311,grant,7/15/2016
391,Cerorhinca monocerata,fledgling mass,312,,,g,,,,citation311,grant,7/15/2016
392,Cerorhinca monocerata,ratio fledgling to adult,75,,,%,,,,citation311,grant,7/15/2016
393,Cerorhinca monocerata,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
394,Cerorhinca monocerata,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
395,Cerorhinca monocerata,first year survival,,,,%,,,,citation311,grant,7/15/2016
396,Cerorhinca monocerata,second year survival,,,,%,,,,citation311,grant,7/15/2016
397,Cerorhinca monocerata,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
398,Cerorhinca monocerata,age first breed,3,,ca,yrs,,,,citation311,grant,7/15/2016
399,Cerorhinca monocerata,migration distance,,,,km,,,,citation311,grant,7/15/2016
400,Cerorhinca monocerata,wingspan,62,,,cm,,,,citation311,grant,7/15/2016
401,Cerorhinca monocerata,max age,10,,,yrs,,,,citation311,grant,7/15/2016
402,Cerorhinca monocerata,annual survival,,,,%,,,,citation311,grant,7/15/2016
403,Cerorhinca monocerata,foraging distance,,,,km,,,,citation311,grant,7/15/2016
404,Fratercula arctica,female mass,0.51,"[0.31,0.57]",,Kg,,,,citation311,grant,7/15/2016
405,Fratercula arctica,male mass,0.48,"[0.31,0.57]",,Kg,,,,citation311,grant,7/15/2016
406,Fratercula arctica,culmen,,,,mm,,,,citation311,grant,7/15/2016
407,Fratercula arctica,tarsus,,,,mm,,,,citation311,grant,7/15/2016
408,Fratercula arctica,tail,,,,mm,,,,citation311,grant,7/15/2016
409,Fratercula arctica,bmr,222,,,kJ/d,,,,citation311,grant,7/15/2016
410,Fratercula arctica,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
411,Fratercula arctica,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
412,Fratercula arctica,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
413,Fratercula arctica,egg mass,59,,,g,,,,citation311,grant,7/15/2016
414,Fratercula arctica,incubation period,42,,,d,,,,citation311,grant,7/15/2016
415,Fratercula arctica,fledging period,39,,,d,,,,citation311,grant,7/15/2016
416,Fratercula arctica,reproductive success,,,,%,,,,citation311,grant,7/15/2016
417,Fratercula arctica,hatching success,,,,%,,,,citation311,grant,7/15/2016
418,Fratercula arctica,fledging success,,,,%,,,,citation311,grant,7/15/2016
419,Fratercula arctica,max growth,11.2,,,g/d,,,,citation311,grant,7/15/2016
420,Fratercula arctica,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
421,Fratercula arctica,post fledge care,0,,,d,,,,citation311,grant,7/15/2016
422,Fratercula arctica,fledgling mass,304,,,g,,,,citation311,grant,7/15/2016
423,Fratercula arctica,ratio fledgling to adult,70,,,%,,,,citation311,grant,7/15/2016
424,Fratercula arctica,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
425,Fratercula arctica,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
426,Fratercula arctica,first year survival,,,,%,,,,citation311,grant,7/15/2016
427,Fratercula arctica,second year survival,,,,%,,,,citation311,grant,7/15/2016
428,Fratercula arctica,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
429,Fratercula arctica,age first breed,6,,,yrs,,,,citation311,grant,7/15/2016
430,Fratercula arctica,migration distance,,,,km,,,,citation311,grant,7/15/2016
431,Fratercula arctica,wingspan,55,,,cm,,,,citation311,grant,7/15/2016
432,Fratercula arctica,max age,32,,,yrs,,,,citation311,grant,7/15/2016
433,Fratercula arctica,annual survival,94.2,"[89,96]",,%,,,,citation311,grant,7/15/2016
434,Fratercula arctica,foraging distance,,,,km,,,,citation311,grant,7/15/2016
435,Fratercula cirrhata,female mass,0.78,,,Kg,,,,citation311,grant,7/15/2016
436,Fratercula cirrhata,male mass,,"[0.755,0.83]",,Kg,,,,citation311,grant,7/15/2016
437,Fratercula cirrhata,culmen,,,,mm,,,,citation311,grant,7/15/2016
438,Fratercula cirrhata,tarsus,,,,mm,,,,citation311,grant,7/15/2016
439,Fratercula cirrhata,tail,,,,mm,,,,citation311,grant,7/15/2016
440,Fratercula cirrhata,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
441,Fratercula cirrhata,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
442,Fratercula cirrhata,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
443,Fratercula cirrhata,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
444,Fratercula cirrhata,egg mass,91,,,g,,,,citation311,grant,7/15/2016
445,Fratercula cirrhata,incubation period,,,,d,,,,citation311,grant,7/15/2016
446,Fratercula cirrhata,fledging period,,"[47,55]",,d,,,,citation311,grant,7/15/2016
447,Fratercula cirrhata,reproductive success,,,,%,,,,citation311,grant,7/15/2016
448,Fratercula cirrhata,hatching success,,,,%,,,,citation311,grant,7/15/2016
449,Fratercula cirrhata,fledging success,,,,%,,,,citation311,grant,7/15/2016
450,Fratercula cirrhata,max growth,16.1,,,g/d,,,,citation311,grant,7/15/2016
451,Fratercula cirrhata,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
452,Fratercula cirrhata,post fledge care,,,,d,,,,citation311,grant,7/15/2016
453,Fratercula cirrhata,fledgling mass,502,,,g,,,,citation311,grant,7/15/2016
454,Fratercula cirrhata,ratio fledgling to adult,60,,,%,,,,citation311,grant,7/15/2016
455,Fratercula cirrhata,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
456,Fratercula cirrhata,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
457,Fratercula cirrhata,first year survival,,,,%,,,,citation311,grant,7/15/2016
458,Fratercula cirrhata,second year survival,,,,%,,,,citation311,grant,7/15/2016
459,Fratercula cirrhata,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
460,Fratercula cirrhata,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
461,Fratercula cirrhata,migration distance,,,,km,,,,citation311,grant,7/15/2016
462,Fratercula cirrhata,wingspan,66,,,cm,,,,citation311,grant,7/15/2016
463,Fratercula cirrhata,max age,,,,yrs,,,,citation311,grant,7/15/2016
464,Fratercula cirrhata,annual survival,,,,%,,,,citation311,grant,7/15/2016
465,Fratercula cirrhata,foraging distance,,,,km,,,,citation311,grant,7/15/2016
466,Fratercula corniculata,female mass,0.62,,,Kg,,,,citation311,grant,7/15/2016
467,Fratercula corniculata,male mass,,"[0.49,0.69]",,Kg,,,,citation311,grant,7/15/2016
468,Fratercula corniculata,culmen,,,,mm,,,,citation311,grant,7/15/2016
469,Fratercula corniculata,tarsus,,,,mm,,,,citation311,grant,7/15/2016
470,Fratercula corniculata,tail,,,,mm,,,,citation311,grant,7/15/2016
471,Fratercula corniculata,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
472,Fratercula corniculata,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
473,Fratercula corniculata,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
474,Fratercula corniculata,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
475,Fratercula corniculata,egg mass,57,,,g,,,,citation311,grant,7/15/2016
476,Fratercula corniculata,incubation period,,,,d,,,,citation311,grant,7/15/2016
477,Fratercula corniculata,fledging period,38,,,d,,,,citation311,grant,7/15/2016
478,Fratercula corniculata,reproductive success,,,,%,,,,citation311,grant,7/15/2016
479,Fratercula corniculata,hatching success,,,,%,,,,citation311,grant,7/15/2016
480,Fratercula corniculata,fledging success,,,,%,,,,citation311,grant,7/15/2016
481,Fratercula corniculata,max growth,11.1,,,g/d,,,,citation311,grant,7/15/2016
482,Fratercula corniculata,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
483,Fratercula corniculata,post fledge care,0,,,d,,,,citation311,grant,7/15/2016
484,Fratercula corniculata,fledgling mass,400,,,g,,,,citation311,grant,7/15/2016
485,Fratercula corniculata,ratio fledgling to adult,62,,,%,,,,citation311,grant,7/15/2016
486,Fratercula corniculata,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
487,Fratercula corniculata,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
488,Fratercula corniculata,first year survival,,,,%,,,,citation311,grant,7/15/2016
489,Fratercula corniculata,second year survival,,,,%,,,,citation311,grant,7/15/2016
490,Fratercula corniculata,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
491,Fratercula corniculata,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
492,Fratercula corniculata,migration distance,,,,km,,,,citation311,grant,7/15/2016
493,Fratercula corniculata,wingspan,61,,,cm,,,,citation311,grant,7/15/2016
494,Fratercula corniculata,max age,,,,yrs,,,,citation311,grant,7/15/2016
495,Fratercula corniculata,annual survival,,,,%,,,,citation311,grant,7/15/2016
496,Fratercula corniculata,foraging distance,,,,km,,,,citation311,grant,7/15/2016
497,Pinguinus impennis,female mass,,,,Kg,,,,citation311,grant,7/15/2016
498,Pinguinus impennis,male mass,,,,Kg,,,,citation311,grant,7/15/2016
499,Pinguinus impennis,culmen,,,,mm,,,,citation311,grant,7/15/2016
500,Pinguinus impennis,tarsus,,,,mm,,,,citation311,grant,7/15/2016
501,Pinguinus impennis,tail,,,,mm,,,,citation311,grant,7/15/2016
502,Pinguinus impennis,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
503,Pinguinus impennis,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
504,Pinguinus impennis,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
505,Pinguinus impennis,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
506,Pinguinus impennis,egg mass,,,,g,,,,citation311,grant,7/15/2016
507,Pinguinus impennis,incubation period,,,,d,,,,citation311,grant,7/15/2016
508,Pinguinus impennis,fledging period,,,,d,,,,citation311,grant,7/15/2016
509,Pinguinus impennis,reproductive success,,,,%,,,,citation311,grant,7/15/2016
510,Pinguinus impennis,hatching success,,,,%,,,,citation311,grant,7/15/2016
511,Pinguinus impennis,fledging success,,,,%,,,,citation311,grant,7/15/2016
512,Pinguinus impennis,max growth,,,,g/d,,,,citation311,grant,7/15/2016
513,Pinguinus impennis,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
514,Pinguinus impennis,post fledge care,,,,d,,,,citation311,grant,7/15/2016
515,Pinguinus impennis,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
516,Pinguinus impennis,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
517,Pinguinus impennis,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
518,Pinguinus impennis,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
519,Pinguinus impennis,first year survival,,,,%,,,,citation311,grant,7/15/2016
520,Pinguinus impennis,second year survival,,,,%,,,,citation311,grant,7/15/2016
521,Pinguinus impennis,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
522,Pinguinus impennis,age first breed,7,,,yrs,,,,citation311,grant,7/15/2016
523,Pinguinus impennis,migration distance,,,,km,,,,citation311,grant,7/15/2016
524,Pinguinus impennis,wingspan,,,,cm,,,,citation311,grant,7/15/2016
525,Pinguinus impennis,max age,,,,yrs,,,,citation311,grant,7/15/2016
526,Pinguinus impennis,annual survival,,,,%,,,,citation311,grant,7/15/2016
527,Pinguinus impennis,foraging distance,,,,km,,,,citation311,grant,7/15/2016
528,Ptychoramphus aleuticus,female mass,,"[0.168,0.19]",,Kg,,,,citation311,grant,7/15/2016
529,Ptychoramphus aleuticus,male mass,,"[0.168,0.19]",,Kg,,,,citation311,grant,7/15/2016
530,Ptychoramphus aleuticus,culmen,,,,mm,,,,citation311,grant,7/15/2016
531,Ptychoramphus aleuticus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
532,Ptychoramphus aleuticus,tail,,,,mm,,,,citation311,grant,7/15/2016
533,Ptychoramphus aleuticus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
534,Ptychoramphus aleuticus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
535,Ptychoramphus aleuticus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
536,Ptychoramphus aleuticus,clutch size,1,,,N/A,,,,citation311,grant,7/15/2016
537,Ptychoramphus aleuticus,egg mass,27,,,g,,,,citation311,grant,7/15/2016
538,Ptychoramphus aleuticus,incubation period,39,"[37,57]",,d,,,,citation311,grant,7/15/2016
539,Ptychoramphus aleuticus,fledging period,46,"[41,50]",,d,,,,citation311,grant,7/15/2016
540,Ptychoramphus aleuticus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
541,Ptychoramphus aleuticus,hatching success,,,,%,,,,citation311,grant,7/15/2016
542,Ptychoramphus aleuticus,fledging success,,,,%,,,,citation311,grant,7/15/2016
543,Ptychoramphus aleuticus,max growth,6.2,,,g/d,,,,citation311,grant,7/15/2016
544,Ptychoramphus aleuticus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
545,Ptychoramphus aleuticus,post fledge care,0,,,d,,,,citation311,grant,7/15/2016
546,Ptychoramphus aleuticus,fledgling mass,146,,,g,,,,citation311,grant,7/15/2016
547,Ptychoramphus aleuticus,ratio fledgling to adult,88,,,%,,,,citation311,grant,7/15/2016
548,Ptychoramphus aleuticus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
549,Ptychoramphus aleuticus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
550,Ptychoramphus aleuticus,first year survival,,,,%,,,,citation311,grant,7/15/2016
551,Ptychoramphus aleuticus,second year survival,,,,%,,,,citation311,grant,7/15/2016
552,Ptychoramphus aleuticus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
553,Ptychoramphus aleuticus,age first breed,3,"[1,4]",,yrs,,,,citation311,grant,7/15/2016
554,Ptychoramphus aleuticus,migration distance,,,,km,,,,citation311,grant,7/15/2016
555,Ptychoramphus aleuticus,wingspan,44,,,cm,,,,citation311,grant,7/15/2016
556,Ptychoramphus aleuticus,max age,16,,,yrs,,,,citation311,grant,7/15/2016
557,Ptychoramphus aleuticus,annual survival,75,"[42,93]",,%,,,,citation311,grant,7/15/2016
558,Ptychoramphus aleuticus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
559,Synthliboramphus antiquus,female mass,,"[0.206,0.214]",,Kg,,,,citation311,grant,7/15/2016
560,Synthliboramphus antiquus,male mass,,"[0.206,0.214]",,Kg,,,,citation311,grant,7/15/2016
561,Synthliboramphus antiquus,culmen,,,,mm,,,,citation311,grant,7/15/2016
562,Synthliboramphus antiquus,tarsus,,,,mm,,,,citation311,grant,7/15/2016
563,Synthliboramphus antiquus,tail,,,,mm,,,,citation311,grant,7/15/2016
564,Synthliboramphus antiquus,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
565,Synthliboramphus antiquus,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
566,Synthliboramphus antiquus,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
567,Synthliboramphus antiquus,clutch size,2,"[1,2]",,N/A,,,,citation311,grant,7/15/2016
568,Synthliboramphus antiquus,egg mass,45,,,g,,,,citation311,grant,7/15/2016
569,Synthliboramphus antiquus,incubation period,32.7,"[29,37]",,d,,,,citation311,grant,7/15/2016
570,Synthliboramphus antiquus,fledging period,2,"[1,4]",,d,,,,citation311,grant,7/15/2016
571,Synthliboramphus antiquus,reproductive success,,,,%,,,,citation311,grant,7/15/2016
572,Synthliboramphus antiquus,hatching success,,,,%,,,,citation311,grant,7/15/2016
573,Synthliboramphus antiquus,fledging success,,,,%,,,,citation311,grant,7/15/2016
574,Synthliboramphus antiquus,max growth,,,,g/d,,,,citation311,grant,7/15/2016
575,Synthliboramphus antiquus,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
576,Synthliboramphus antiquus,post fledge care,30,,,d,,,,citation311,grant,7/15/2016
577,Synthliboramphus antiquus,fledgling mass,28,,,g,,,,citation311,grant,7/15/2016
578,Synthliboramphus antiquus,ratio fledgling to adult,14,,,%,,,,citation311,grant,7/15/2016
579,Synthliboramphus antiquus,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
580,Synthliboramphus antiquus,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
581,Synthliboramphus antiquus,first year survival,,,,%,,,,citation311,grant,7/15/2016
582,Synthliboramphus antiquus,second year survival,,,,%,,,,citation311,grant,7/15/2016
583,Synthliboramphus antiquus,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
584,Synthliboramphus antiquus,age first breed,3,"[2,4]",,yrs,,,,citation311,grant,7/15/2016
585,Synthliboramphus antiquus,migration distance,,,,km,,,,citation311,grant,7/15/2016
586,Synthliboramphus antiquus,wingspan,45,,,cm,,,,citation311,grant,7/15/2016
587,Synthliboramphus antiquus,max age,,,,yrs,,,,citation311,grant,7/15/2016
588,Synthliboramphus antiquus,annual survival,77,,,%,,,,citation311,grant,7/15/2016
589,Synthliboramphus antiquus,foraging distance,,,,km,,,,citation311,grant,7/15/2016
590,Synthliboramphus craveri,female mass,0.15,"[0.136,0.15]",,Kg,,,,citation311,grant,7/15/2016
591,Synthliboramphus craveri,male mass,,"[0.136,0.15]",,Kg,,,,citation311,grant,7/15/2016
592,Synthliboramphus craveri,culmen,,,,mm,,,,citation311,grant,7/15/2016
593,Synthliboramphus craveri,tarsus,,,,mm,,,,citation311,grant,7/15/2016
594,Synthliboramphus craveri,tail,,,,mm,,,,citation311,grant,7/15/2016
595,Synthliboramphus craveri,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
