Order,Family,Genus,Species,Synonyms,Common_names
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,,Indian Yellow-nosed Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,cauta,,Shy Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chlororhynchos,,"Atlantic Yellow-nosed Albatross, Yellow-nosed Albatross"
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chrysostoma,Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma|Diomedea chrysostoma chrysostoma,"Grey-headed Albatross, Grey-headed Mollymawk, Gray-headed Albatross"
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,eremita,,Chatham Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,impavida,,Campbell Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,melanophris,Thalassarche melanophrys|Thalassarche melanophris melanophris,Black-browed Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,salvini,,Salvin's Albatross
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,steadi,,White-capped Albatross
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,castro,Oceanodroma castro,"Band-rumped Storm-petrel, Band-rumped Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,furcatus,Oceanodroma furcata,"Fork-tailed Storm-petrel, Fork-tailed Storm Petrel, Fork-tailed Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,homochroa,Oceanodroma homochroa,"Ashy Storm-petrel, Ashy Storm Petrel, Ashy Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,hornbyi,Oceanodroma hornbyi,"Ringed Storm-petrel, Hornby's Storm Petrel, Ringed Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,leucorhous,Hydrobates leucorhoa leucorhoa|Oceanodroma leucorhoa,"Leach's Storm-petrel, Leach's Storm-Petrel, Leach's Storm Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,macrodactylus,Oceanodroma macrodactyla,"Guadalupe Storm-petrel, Guadalupe Storm Petrel, Guadalupe Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,markhami,Oceanodroma markhami,"Markham's Storm-petrel, Markham's Storm Petrel, Markham's Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,matsudairae,Hydrobates matsudairae matsudairae|Oceanodroma matsudairae,"Matsudaira's Storm-petrel, Matsudaira's Storm-Petrel, Matsudaira's Storm Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,melania,Oceanodroma melania,"Black Storm-petrel, Black Storm Petrel, Black Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,microsoma,Halocyptena microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma|Oceanodroma microsoma,"Least Storm-petrel, Least Storm Petrel, Least Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monorhis,Hydrobates monorhis monorhis|Oceanodroma monorhis,"Swinhoe's Storm-petrel, Swinhoe's Storm-Petrel, Swinhoe's Storm Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,Oceanodroma monteiroi,Monteiro's Storm-petrel 
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,pelagicus,,"European Storm-petrel, European Storm-Petrel, European Storm Petrel, British Storm Petrel, Storm Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tethys,Oceanodroma tethys,"Wedge-rumped Storm-petrel, Wedge-rumped Storm Petrel, Wedge-rumped Storm-Petrel"
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tristrami,Hydrobates tristrami tristrami|Oceanodroma tristrami,"Tristram's Storm-petrel, Tristram's Storm Petrel, Tristram's Storm-Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,grallaria,,"White-bellied Storm-petrel, White-bellied Storm-Petrel, White-bellied Storm Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,maoriana,Oceanites maorianus,"New Zealand Storm-petrel , New Zealand Storm Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,tropica,,"Black-bellied Storm-petrel, Black-bellied Storm-Petrel, Black-bellied Storm Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Garrodia,nereis,Oceanites nereis nereis,"Grey-backed Storm-petrel, Grey-backed Storm Petrel, Gray-backed Storm-Petrel, Grey-backed Storm-Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,,"Polynesian Storm-petrel, Polynesian Storm-Petrel, Polynesian Storm Petrel, White-throated Storm Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,gracilis,,"White-vented Storm-petrel, White-vented Storm Petrel, Elliot's Storm-Petrel, White-vented Storm-Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,oceanicus,,"Wilson's Storm-petrel, Wilson's Storm-Petrel, Wilson's Storm Petrel"
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,pincoyae,,Pincoya Storm-petrel
PROCELLARIIFORMES,OCEANITIDAE,Pelagodroma,marina,,"White-faced Storm-petrel, White-faced Storm-Petrel, White-faced Storm Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Aphrodroma,brevirostris,Aphrodroma brevirostris |Lugensa brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris,Kerguelen Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,Ardenna bulleri bulleri|Puffinus bulleri,Buller's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,carneipes,Ardenna carneipes carneipes|Puffinus carneipes,Flesh-footed Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,creatopus,Ardenna creatopus creatopus|Puffinus creatopus,Pink-footed Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,gravis,Ardenna gravis gravis|Puffinus gravis,"Great Shearwater, Greater Shearwater"
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,grisea,Ardenna grisea grisea|Puffinus griseus,Sooty Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,pacifica,Ardenna pacifica pacifica|Puffinus pacificus,Wedge-tailed Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,tenuirostris,Ardenna tenuirostris tenuirostris|Puffinus tenuirostris,Short-tailed Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bifax,,"Small St Helena Petrel, St. Helena Bulwer's Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bulwerii,,Bulwer's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,fallax,,Jouanin's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,borealis,,Cory's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,diomedea,,Scopoli's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,edwardsii,,Cape Verde Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,leucomelas,,Streaked Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Daption,capense,,"Cape Petrel, Pintado Petrel, Cape Pigeon"
PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialis,,"Northern Fulmar, Fulmar"
PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialoides,,"Southern Fulmar, Antarctic Fulmar"
PROCELLARIIFORMES,PROCELLARIIDAE,Halobaena,caerulea,,Blue Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,giganteus,,"Southern Giant Petrel, Antarctic Giant-Petrel, Southern Giant Petrel, Southern Giant-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,halli,,"Northern Giant Petrel, Hall's Giant-Petrel, Northern Giant Petrel, Northern Giant-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,belcheri,,"Slender-billed Prion, Slender-billed Prion"
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,crassirostris,,Fulmar Prion
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,desolata,,"Antarctic Prion, Dove Prion"
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,salvini,,"Salvin's Prion, Salvin's Prion"
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,turtur,,Fairy Prion
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,vittata,,Broad-billed Prion
PROCELLARIIFORMES,PROCELLARIIDAE,Pagodroma,nivea,,Snow Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,garnotii,Pelecanoides garnoti garnoti,"Peruvian Diving-petrel, Peruvian Diving Petrel, Peruvian Diving-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,georgicus,,"South Georgia Diving-petrel, South Georgia Diving-Petrel, South Georgia Diving Petrel, South Georgian Diving Petrel, South Georgian Diving-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,magellani,,"Magellanic Diving-petrel, Magellanic Diving Petrel, Magellanic Diving-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,,"Common Diving-petrel, Common Diving Petrel, Common Diving-Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,,White-chinned Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,cinerea,,"Grey Petrel, Pediunker, Grey Shearwater, Gray Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,,Spectacled Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,,"Black Petrel, Black Petrel, Black (Parkinson's) Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,,"Westland Petrel, Westland Black Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,aterrima,Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima,"Mascarene Petrel, Réunion Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,becki,Pterodroma becki becki|Pterodroma becki becki|Pterodroma becki becki,Beck's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,macgillivrayi,Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi,"Fiji Petrel, MacGillivray's Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,Pterodroma rostrata rostrata|Pterodroma rostrata rostrata,Tahiti Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,alba,,Phoenix Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,,"Trindade Petrel, Herald Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,,Henderson Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,axillaris,,"Chatham Petrel, Chatham Islands Petrel, Chatham Island Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,,Barau's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,brevipes,,Collared Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,,"Bermuda Petrel, Cahow"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,caribbaea,,Jamaican Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cervicalis,,"White-necked Petrel, White-naped Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cookii,Pterodroma cooki cooki|Pterodroma cooki cooki,Cook's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,defilippiana,,"Masatierra Petrel, Masatierra Petrel, Defilippi's Petrel, Defilippe's Petrel, Mas Atierra Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,,Desertas Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,externa,,"Juan Fernandez Petrel, Juan Fernández Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,,Cape Verde Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,gouldi,,Grey-faced Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,,Black-capped Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,,Herald Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hypoleuca,,Bonin Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,incerta,,Atlantic Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,inexpectata,,Mottled Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,lessonii,Pterodroma lessoni lessoni,White-headed Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,leucoptera,,"White-winged Petrel, Collared Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,longirostris,,Stejneger's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,macroptera,,Great-winged Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,,"Zino's Petrel, Freira, Madeira Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,magentae,,"Magenta Petrel, Chatham Island Taiko"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,mollis,,Soft-plumaged Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,neglecta,,Kermadec Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,nigripennis,,Black-winged Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,phaeopygia,,"Galapagos Petrel, Galápagos Petrel, Dark-rumped Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,pycrofti,,Pycroft's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,,"Large St Helena Petrel, St Helena Gadfly Petrel"
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,sandwichensis,,Hawaiian Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,solandri,,Providence Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,ultima,,Murphy's Petrel
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,assimilis,,Little Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,auricularis,,Townsend's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bailloni,,Tropical Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,,Bannerman's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bryani,,Bryan's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,elegans,,Subantarctic Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,gavia,,Fluttering Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,heinrothi,,Heinroth's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,huttoni,,Hutton's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,lherminieri,,Audubon's Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,,Balearic Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,nativitatis,,"Christmas Shearwater, Christmas Shearwater"
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,newelli,,"Newell's Shearwater, Newell's Shearwater"
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,opisthomelas,,Black-vented Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,persicus,,Persian Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,puffinus,,Manx Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,subalaris,,Galapagos Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,yelkouan,,Yelkouan Shearwater
PROCELLARIIFORMES,PROCELLARIIDAE,Thalassoica,antarctica,,Antarctic Petrel
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,forsteri,,Emperor Penguin
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,patagonicus,,King Penguin
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysocome,,"Southern Rockhopper Penguin, Rockhopper Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysolophus,,Macaroni Penguin
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,moseleyi,,Northern Rockhopper Penguin
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,pachyrhynchus,,"Fiordland Penguin, Fiordland Crested Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,robustus,,"Snares Penguin, Snares Islands Penguin, Snares Crested Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,schlegeli,,Royal Penguin
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,sclateri,,"Erect-crested Penguin, Big-crested Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Eudyptula,minor,,"Little Penguin, Fairy Penguin, Blue Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,,Yellow-eyed Penguin
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,adeliae,,Adelie Penguin
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,antarcticus,Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica |Pygoscelis antarctica ,Chinstrap Penguin
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,papua,,Gentoo Penguin
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,demersus,,"African Penguin, Jackass Penguin, Black-footed Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,humboldti,,"Humboldt Penguin, Peruvian Penguin"
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,,Magellanic Penguin
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,,"Galapagos Penguin, Galápagos Penguin"
SULIFORMES,ANHINGIDAE,Anhinga,anhinga,,Anhinga
SULIFORMES,ANHINGIDAE,Anhinga,melanogaster,,"Oriental Darter, Darter, African Darter"
SULIFORMES,ANHINGIDAE,Anhinga,novaehollandiae,,"Australasian Darter, Australasian Darter"
SULIFORMES,ANHINGIDAE,Anhinga,rufa,,"African Darter, Darter"
SULIFORMES,FREGATIDAE,Fregata,andrewsi,,"Christmas Frigatebird, Andrews' Frigatebird, Christmas Frigatebird"
SULIFORMES,FREGATIDAE,Fregata,aquila,,"Ascension Frigatebird, Ascension Is. Frigatebird"
SULIFORMES,FREGATIDAE,Fregata,ariel,,Lesser Frigatebird
SULIFORMES,FREGATIDAE,Fregata,magnificens,,Magnificent Frigatebird
SULIFORMES,FREGATIDAE,Fregata,minor,,"Great Frigatebird, Great Frigatebird"
SULIFORMES,PHALACROCORACIDAE,Microcarbo,africanus,Phalacrocorax africanus,"Long-tailed Cormorant, Long-tailed Cormorant"
SULIFORMES,PHALACROCORACIDAE,Microcarbo,coronatus,Phalacrocorax coronatus,Crowned Cormorant
SULIFORMES,PHALACROCORACIDAE,Microcarbo,melanoleucos,Microcarbo melanoleucos melanoleucos|Phalacrocorax melanoleucos,"Little Pied Cormorant, Little Shag"
SULIFORMES,PHALACROCORACIDAE,Microcarbo,niger,Phalacrocorax niger,Little Cormorant
SULIFORMES,PHALACROCORACIDAE,Microcarbo,pygmaeus,Halietor pygmeus|Phalacrocorax pygmaeus,Pygmy Cormorant
SULIFORMES,SULIDAE,Morus,bassanus,Sula bassana bassana|Sula bassana bassana,"Northern Gannet, Gannet"
SULIFORMES,SULIDAE,Morus,capensis,Sula capensis capensis,Cape Gannet
SULIFORMES,SULIDAE,Morus,serrator,Sula serrator serrator,"Australasian Gannet, Australian Gannet"
SULIFORMES,SULIDAE,Papasula,abbotti,Sula abbotti abbotti,Abbott's Booby
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,aethereus,,Red-billed Tropicbird
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,lepturus,,White-tailed Tropicbird
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,rubricauda,,Red-tailed Tropicbird
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,aristotelis,,"European Shag, Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,atriceps,Leucocarbo atriceps ,Imperial Shag
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,,Double-crested Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,bougainvilliorum,Phalacrocorax bougainvillii,Guanay Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,brasilianus,,Neotropical Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,campbelli,Leucocarbo campbelli campbelli,Campbell Shag
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capensis,,Cape Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capillatus,,Japanese Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carbo,,"Great Cormorant, Black Shag, Cormorant, White-breasted Cormorant"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carunculatus,Leucocarbo carunculatus carunculatus,"Rough-faced Shag, Rough-faced Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,chalconotus,Leucocarbo chalconotus chalconotus,"Stewart Shag, Bronze Shag, Bronzed Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,colensoi,Leucocarbo colensoi colensoi,"Auckland Shag, Auckland Island Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,Stictocarbo featherstoni featherstoni,Pitt Shag
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscescens,,Black-faced Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscicollis,,Indian Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,gaimardi,,Red-legged Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,harrisi,Nannopterum harrisi harrisi|Nannopterum harrisi harrisi,"Flightless Cormorant, Galapagos Cormorant"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,magellanicus,,"Rock Shag, Magellan Cormorant"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,neglectus,,Bank Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,nigrogularis,,Socotra Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,onslowi,Leucocarbo onslowi onslowi,"Chatham Shag, Chatham Shag, Chatham Island Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,pelagicus,,"Pelagic Cormorant, Resplendent cormorant, Baird's cormorant, Pelagic shag, Kenyon's Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,penicillatus,,"Brandt's Cormorant, Townsend's Cormorant, Pencilled Cormorant, Brown Cormorant, Tufted Cormorant"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,perspicillatus,,Spectacled Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,punctatus,Stictocarbo punctatus punctatus,Spotted Shag
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,ranfurlyi,Leucocarbo ranfurlyi ranfurlyi,"Bounty Shag, Bounty Island Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,sulcirostris,,"Little Black Cormorant, Little Black Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,urile,,Red-faced Cormorant
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,varius,,"Great Pied Cormorant, Pied Cormorant, Australian Pied Cormorant, Pied Shag"
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,verrucosus,,Kerguelen Shag
SULIFORMES,SULIDAE,Sula,dactylatra,,Masked Booby
SULIFORMES,SULIDAE,Sula,granti,,Nazca Booby
SULIFORMES,SULIDAE,Sula,leucogaster,,Brown Booby
SULIFORMES,SULIDAE,Sula,nebouxii,,Blue-footed Booby
SULIFORMES,SULIDAE,Sula,sula,,Red-footed Booby
SULIFORMES,SULIDAE,Sula,variegata,,Peruvian Booby
