feature_id,species_id,female_mass_mean,female_mass_range,female_mass_uncertainty,male_mass_mean,male_mass_range,male_mass_uncertainty,culmen_mean,culmen_range,culmen_uncertainty,tarsus_mean,tarsus_range,tarsus_uncertainty,tail_mean,tail_range,tail_uncertainty,bmr_mean,bmr_range,bmr_uncertainty,rmr_mean,rmr_range,rmr_uncertainty,dee_mean,dee_range,dee_uncertainty,clutch_size_mean,clutch_size_range,clutch_size_uncertainty,egg_mass_mean,egg_mass_range,egg_mass_uncertainty,incubation_period_mean,incubation_period_range,incubation_period_uncertainty,fledging_period_mean,fledging_period_range,fledging_period_uncertainty,reproductive_success_mean,reproductive_success_range,reproductive_success_uncertainty,hatching_success_mean,hatching_success_range,hatching_success_uncertainty,fledging_success_mean,fledging_success_range,fledging_success_uncertainty,max_growth_mean,max_growth_range,max_growth_uncertainty,feeds_per_day_mean,feeds_per_day_range,feeds_per_day_uncertainty,post_fledge_care_mean,post_fledge_care_range,post_fledge_care_uncertainty,fledgling_mass_mean,fledgling_mass_range,fledgling_mass_uncertainty,ratio_fledgling_to_adult_mean,ratio_fledgling_to_adult_range,ratio_fledgling_to_adult_uncertainty,wing_loading_mean,wing_loading_range,wing_loading_uncertainty,aspect_ratio_mean,aspect_ratio_range,aspect_ratio_uncertainty,first_year_survival_mean,first_year_survival_range,first_year_survival_uncertainty,second_year_survival_mean,second_year_survival_range,second_year_survival_uncertainty,survival_to_breeding_mean,survival_to_breeding_range,survival_to_breeding_uncertainty,age_first_breed_mean,age_first_breeding_range,age_first_breed_uncertainty,migration_distance_mean,migration_distance_range,migration_distance_uncertainty,wingspan_mean,wingspan_range,wingspan_uncertainty,max_age_mean,max_age_range,max_age_uncertainty,annual_survival_mean,annual_survival_range,annual_survival_uncertainty,comments,username,dt
388,Phaethon lepturus,,,,,"[0.22,0.36]",,,,,,,,,,,,,,,,,,,,1,,,,,,42,"[40,43]",,,"[70,85]",,,"[21,37]",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4,,ca,,,,,"[90,95]",,,,,,,,,grant,27/06/2016
389,Phaethon rubricauda,,"[,0.5]",0.85,,"[0.5,0.85]",,,,,,,,,,,,,,,,,,,,1,,,,,,,"[29,31]",,,"[65,70]",,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,"[2,5]",,,,,113,,,29,,,90,,,,grant,27/06/2016
390,Microcarbo africanus,,"[0.43,0.6]",,,"[0.5,0.88]",,,,,,,,,,,,,,,,,,,,2.3,"[,4]",,,,,,"[23,25]",,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[80,90]",,,,,,,,,grant,27/06/2016
391,Microcarbo coronatus,,"[0.67,0.78]",,,"[0.48,0.88]",,,,,,,,,,,,,,,,,,,,,"[1,5]",,,,,23,,,,"[30,35]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
392,Microcarbo melanoleucos,,"[0.4,0.9]",,,"[0.7,0.9]",,,,,,,,,,,,,,,,,,,,,"[3,5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[85,91]",,,,,,,,,grant,27/06/2016
393,Microcarbo niger,,"[0.36,0.53]",,,"[0.36,0.53]",,,,,,,,,,,,,,,,,,,,,"[3,5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
394,Microcarbo pygmaeus,,"[0.56,0.64]",,,"[0.65,0.87]",,,,,,,,,,,,,,,,,,,,,"[4,6]",,,,,,"[27,30]",,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[80,90]",,,,,,,,,grant,27/06/2016
395,Phalacrocorax bransfieldensis,,"[2.5,3]",,,"[2.5,3]",,,,,,,,,,,,,,,,,,,,2.5,"[2,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,4,,+,,,,,,,,,,,,,,grant,27/06/2016
396,Phalacrocorax georgianus,2.47,,,2.88,,,,,,,,,,,,,,,,,,,,,2.3,"[,3]",,,,,,"[28,31]",,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,+,,,,,,,,,,,"[85,91]",,,grant,27/06/2016
397,Phalacrocorax aristotelis,1.6,,,1.94,,,,,,,,,,,,,,,,,,,,,3,"[1,6]",,,,,34,"[33,36]",,53,"[48,58]",,,,,,,,,,,52,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,"[2,3]",,,,,,,,,,,,"[80,88]",,,grant,27/06/2016
398,Phalacrocorax atriceps,,"[1.5,2.4]",,,"[1.7,3.5]",,,,,,,,,,,,,,,,,,,,2.7,"[1,3]",,,,,28.8,,,77.5,"[75,80]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,,"[110,125]",,,,,,,,,grant,27/06/2016
399,Phalacrocorax auritus,,"[1.8,2.6]",,,"[2,3]",,,,,,,,,,,,,,,,,,,,4,"[1,7]",,,,,,"[25,28]",,,"[42,56]",,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,2.7,"[1,4]",,,,,,,,18,,,,,,,grant,27/06/2016
400,Phalacrocorax bougainvilliorum,,,,,,,,,,,,,,,,,,,,,,,,,3,"[2,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
401,Phalacrocorax brasilianus,1.07,,,1.26,,,,,,,,,,,,,,,,,,,,,3,"[2,6]",,,,,24.6,"[23,26]",,63,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,1,"[1,3]",,,,,,,,13,,,,,,,grant,27/06/2016
402,Phalacrocorax campbelli,2,,,,"[1.6,1.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,grant,27/06/2016
403,Phalacrocorax capensis,,"[1.16,1.31]",,,"[1.16,1.31]",,,,,,,,,,,,,,,,,,,,2.4,"[2,3]",,,,,,"[22,28]",,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,109,,,,,,,,,,grant,27/06/2016
404,Phalacrocorax capillatus,3.1,,,3.1,,,,,,,,,,,,,,,,,,,,,3,,,,,,34,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
405,Phalacrocorax carbo,,"[2,2.5]",,,"[2,2.5]",,,,,,,,,,,,,,,,,,,,,"[3,6]",,,,,30,"[28,31]",,53,"[49,56]",,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,3,"[2,3]",,,,,,"[130,150]",,,,,88,,,,grant,27/06/2016
406,Phalacrocorax carunculatus,2.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,"[1,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
407,Phalacrocorax chalconotus,,"[1.79,3.88]",,,"[1.79,3.88]",,,,,,,,,,,,,,,,,,,,,"[2,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
408,Phalacrocorax colensoi,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"[26,32]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,grant,27/06/2016
409,Phalacrocorax featherstoni,,"[0.645,1.33]",,,"[0.645,1.33]",,,,,,,,,,,,,,,,,,,,3,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
410,Phalacrocorax fuscescens,,,,,,,,,,,,,,,,,,,,,,,,,,"[2,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[93,102]",,,,,,,,,grant,27/06/2016
411,Phalacrocorax fuscicollis,,"[0.6,0.79]",,,"[0.6,0.79]",,,,,,,,,,,,,,,,,,,,,"[3,6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
412,Phalacrocorax gaimardi,1.3,,,1.3,,,,,,,,,,,,,,,,,,,,,3,"[3,4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,grant,27/06/2016
413,Phalacrocorax harrisi,,"[2.5,2.9]",,,"[3.8,4.1]",,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,35,,,60,,,,,,,,,,,,,,,,,,,"[30,90]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,,,,grant,27/06/2016
414,Phalacrocorax magellanicus,,,,,,,,,,,,,,,,,,,,,,,,,3,"[2,4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,grant,27/06/2016
415,Phalacrocorax neglectus,1.8,,,1.8,,,,,,,,,,,,,,,,,,,,,2,"[1,3]",,,,,,"[29,30]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,grant,27/06/2016
416,Phalacrocorax nigrogularis,,,,,,,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[102,110]",,,,,,,,,grant,27/06/2016
417,Phalacrocorax onslowi,1.79,,,2.4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
418,Phalacrocorax pelagicus,,"[1.53,1.7]",,,"[1.75,2.03]",,,,,,,,,,,,,,,,,,,,3,"[1,6]",,,,,30,"[29,31]",,45,"[40,50]",,,,,,,,,,,,,,,,,,,weeks,,,,,,,,,,,,,,,,,,,,,,2,,,,,,95,,,18,,,,,,,grant,27/06/2016
419,Phalacrocorax penicillatus,,"[1.4,2.3]",,,"[2.4,2.7]",,,,,,,,,,,,,,,,,,,,2.6,"[2,5]",,,,,29.2,"[28,32]",,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,3,"[2,9]",,,,,108,,,18,,,74,,,,grant,27/06/2016
420,Phalacrocorax perspicillatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
421,Phalacrocorax punctatus,,"[0.7,1.6]",,,"[0.9,1.7]",,,,,,,,,,,,,,,,,,,,2.7,"[2,4]",,,,,32,"[28,35]",,62,"[57,71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,"[91,99]",,,,,,,,,grant,27/06/2016
422,Phalacrocorax ranfurlyi,,"[2.3,2.9]",,,"[2.3,2.9]",,,,,,,,,,,,,,,,,,,,,"[2,3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
423,Phalacrocorax sulcirostris,,"[0.5,1.2]",,,"[0.5,1.2]",,,,,,,,,,,,,,,,,,,,,"[4,6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[95,105]",,,,,,,,,grant,27/06/2016
424,Phalacrocorax urile,,"[1.55,2.05]",,,"[1.9,2.27]",,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,33,"[32,34]",,59,"[54,64]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,122,,,,,,,,,,grant,27/06/2016
425,Phalacrocorax varius,,"[1.1,1.9]",,,"[1.5,2.9]",,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,,"[25,33]",,,"[47,60]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[110,130]",,,,,,,,,grant,27/06/2016
426,Phalacrocorax verrucosus,,"[1.7,2]",,,"[1.7,2]",,,,,,,,,,,,,,,,,,,,,"[2,4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,grant,27/06/2016
427,Pluvianellus socialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
428,Pluvianus aegyptius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
429,Aphrodroma brevirostris,,"[0.29,0.36]",,,"[0.29,0.36]",,,,,,,,,,,,,,,,,,,,1,,,56,,,46.51,"[46,49]",,,"[59,62]",,,,,,,,,,,,,,,,,0,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[80,88]",,,,,,,,,grant,27/06/2016
430,Ardenna bulleri,0.41,,,0.41,,,,,,,,,,,,,,,,,,,,,1,,,,,,51,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[97,99]",,,,,,,,,grant,27/06/2016
431,Ardenna carneipes,,"[0.58,0.75]",,,"[0.58,0.75]",,,,,,,,,,,,,,,,,,,,1,,,,,,60,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6.2,6.4]",,,,,,"[99,107]",,,,,,"[93,94]",,,grant,27/06/2016
432,Ardenna creatopus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,grant,27/06/2016
433,Ardenna gravis,,"[0.72,0.95]",,,"[0.72,0.95]",,,,,,,,,,,,,,,,,,,,1,,,,,,,"[53,57]",,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[100,118]",,,,,,,,,grant,27/06/2016
434,Ardenna grisea,,"[0.63,0.95]",,,"[0.63,0.95]",,,,,,,,,,,,,,,,,,,,1,,,93,,,52.7,,,97,,,63,,,76,,,83,,,17,,,,,,0,,,0.75,,,,,,,,,,,,,,,,,,,,,,"[5,7]",,,,,103,,,,,,,"[93,94]",,,grant,27/06/2016
435,Ardenna pacifica,,"[0.3,0.57]",,,"[0.3,0.57]",,,,,,,,,,,,,,,,,,,,1,,,,,,,"[48,56]",,,"[98,115]",,43,,,,,,43,,,10,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[97,105]",,26,,,,,,,grant,27/06/2016
436,Ardenna tenuirostris,,"[0.47,0.64]",,,"[0.51,0.73]",,,,,,,,,,,,,,,,,,,,1,,,85,,,,"[52,55]",,94,,,48,,,,,,48,,,13,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6,"[5,7]",,,,,93,,,,,,,"[90,94]",,,grant,27/06/2016
437,Bulweria bifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
438,Bulweria bulwerii,0.99,,,0.99,,,,,,,,,,,,,,,,,,,,,1,,,,,,44.2,"[38,46]",,62,"[57,67]",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"[4,6]",,,,,,"[65,73]",,,,,94.7,,,,grant,27/06/2016
439,Bulweria fallax,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[76,83]",,,,,,,,,grant,27/06/2016
440,Calonectris borealis,,"[0.81,0.82]",,,"[0.88,0.96]",,,,,,,,,,,,,,,,,,,,1,,,,,,54,,,97,,,,,,51,,,87,,,14,,,,,,0,,,0.874,,,,,,,"[51,56]",,7.26,,,,,,,,,,,,9,,,,,,,"[75,76]",,,,,95.6,,,,grant,27/06/2016
441,Calonectris diomedea,0.6,,,0.71,,,,,,,,,,,,,,,,,,,,,1,,,,,,51,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,93,,,,grant,27/06/2016
442,Calonectris edwardsii,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,90,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
443,Calonectris leucomelas,,"[0.44,0.55]",,,"[0.44,0.55]",,,,,,,,,,,,,,,,,,,,1,,,,,,64,,,,"[66,80]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,grant,27/06/2016
444,Daption capense,,"[0.36,0.51]",,,"[0.38,0.55]",,,,,,,,,,,,,,,,,,,,1,,,63,,,,"[44,47]",,,"[47,68]",,,,,,,,,,,16,,,,,,0,,,0.48,,,,,,,,,,,,,,,,,,,,,6,"[4,6]",,,,,87,,,25,,,94,,,,grant,27/06/2016
445,Fulmarus glacialis,0.58,,,0.65,,,,,,,,,,,,330,,,,,,,,,1,,,101,,,48.4,,,53,"[46,58]",,,,,,,,,,,31,,,,,,0,,,0.907,,,,,,,,,,,,,,,,,,,,,5,"[5,12]",,,,,,"[102,112]",,31,,c,,"[94,97]",,,grant,27/06/2016
446,Fulmarus glacialoides,,"[0.7,1]",,,"[0.7,1]",,,,,,,,,,,,,,,,,,,,1,,,103,,,,"[43,50]",,,"[48,56]",,,,,,,,,,,32,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,"[9,11]",,,,,106,,,,,,,"[90,95]",,,grant,27/06/2016
447,Halobaena caerulea,,"[0.13,0.23]",,,"[0.13,0.23]",,,,,,,,,,,,,,,,,,,,1,,,36,,,,"[45,49]",,,"[48,60]",,,,,,,,,,,7.2,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[62,71]",,,,,,,,,grant,27/06/2016
448,Macronectes giganteus,3.94,,,5.19,,,,,,,,,,,,,,,,,,,,,1,,,268,,,,"[59,66]",,,"[112,123]",,,,,,,,,,,79,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,"[4,10]",,,,,,"[150,210]",,,,,,"[90,96]",,,grant,27/06/2016
449,Macronectes halli,3.8,,,5,,,,,,,,,,,,,,,,,,,,,1,,,268,,,,"[57,62]",,,"[106,120]",,,,,,,,,,,66,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,,,,,"[4,11]",,,,,199,,,,,,90,,,,grant,27/06/2016
450,Pachyptila belcheri,,"[0.12,0.18]",,,"[0.12,0.18]",,,,,,,,,,,,,,,,,,,,1,,,31,,,,"[43,47]",,,"[43,69]",,,,,,,,,,,6.5,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,"[56,59]",,,,,,,,,grant,27/06/2016
451,Pachyptila crassirostris,,"[0.1,0.19]",,,"[0.1,0.19]",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,grant,27/06/2016
452,Pachyptila desolata,,"[0.1,0.19]",,,"[0.1,0.19]",,,,,,,,,,,,,,,,,,,,1,,,33,,,,"[44,46]",,51,,,,,,,,,,,,6.9,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,5,"[3,6]",,,,,63,,,,,,,,,,grant,27/06/2016
453,Pachyptila salvini,,"[0.12,0.21]",,,"[0.12,0.21]",,,,,,,,,,,,,,,,,,,,1,,,32,,,,"[44,55]",,,"[52,63]",,,,,,,,,,,6.9,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,grant,27/06/2016
454,Pachyptila turtur,,"[0.11,0.16]",,,"[0.12,0.18]",,,,,,,,,,,,,,,,,,,,1,,,24,,,,"[44,54]",,50,,,,,,,,,,,,6.6,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,"[4,5]",,,,,56,,,,,,84,,,,grant,27/06/2016
455,Pachyptila vittata,,"[0.17,0.24]",,,"[0.17,0.24]",,,,,,,,,,,,,,,,,,,,1,,,33,,,56,,,,"[50,53]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,grant,27/06/2016
456,Pagodroma nivea,,"[0.24,0.46]",,,"[0.24,0.46]",,,,,,,,,,,,,,,,,,,,1,,,56,,,,"[41,49]",,,"[41,55]",,,,,,,,,,,17,,,,,,0,,,0.5,,,,,,,,,,,,,,,,,,,,,,"[3,7]",,,,,83,,,,,,,"[93,96]",,,grant,27/06/2016
457,Pelecanoides garnotii,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
458,Pelecanoides georgicus,,"[0.09,0.15]",,,"[0.09,0.15]",,,,,,,,,,,,,,,,,,,,1,,,17,,,,"[44,52]",,,"[42,60]",,,,,,,,,,,4.8,,,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,2,,,,,,,"[30,38]",,,,,,,,,grant,27/06/2016
459,Pelecanoides magellani,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
460,Pelecanoides urinatrix,,"[0.11,0.15]",,,"[0.11,0.15]",,,,,,,,,,,,,,,,,,,,1,,,,,,53.5,,,,"[49,55]",,,,,,,,,,,4.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"[2,3]",,,,,43,,,,,,,"[75,87]",,,grant,27/06/2016
461,Pelecanoides urinatrix exsul,0.134,,,0.134,,,,,,,,,,,,,,,,,,,,,1,,,19,,,54,,,54,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,75,,,,grant,27/06/2016
462,Procellaria aequinoctialis,1.28,,,1.39,,,,,,,,,,,,,,,,,,,,,1,,,124,,,,"[57,62]",,,"[87,106]",,,,,,,,,,,24,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,"[134,147]",,,,,79,,,,grant,27/06/2016
463,Procellaria cinerea,1.13,,,1.13,,,,,,,,,,,,,,,,,,,,,1,,,110,,,,"[52,61]",,93,"[110,120]",,,,,,,,,,,18,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"[115,130]",,,,,,,,,grant,27/06/2016
464,Procellaria conspicillata,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
465,Procellaria parkinsoni,0.68,,,0.72,,,,,,,,,,,,,,,,,,,,,1,,,,,,56,,,,"[96,122]",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"[6,8]",,,,,115,,,,,,94,,,,grant,27/06/2016
466,Procellaria westlandica,,"[1.1,1.2]",,,"[1.2,1.3]",,,,,,,,,,,,,,,,,,,,1,,,,,,,"[51,68]",,130,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12,,,,"[8000,9000]",,,"[135,140]",,,,,,,,,grant,27/06/2016
467,Pseudobulweria aterrima,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
468,Pseudobulweria becki,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
469,Pseudobulweria macgillivrayi,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
470,Pseudobulweria rostrata,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,grant,27/06/2016
471,Pterdroma occulta,0.4,,ca,0.4,,ca,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
472,Pterodroma alba,0.27,,,0.27,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,grant,27/06/2016
473,Pterodroma arminjoniana,,"[0.29,0.46]",,,"[0.29,0.46]",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[88,102]",,,,,,,,,grant,27/06/2016
474,Pterodroma atrata,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
475,Pterodroma axillaris,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"[10,15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[63,71]",,,,,,,,,grant,27/06/2016
476,Pterodroma baraui,0.4,,,0.4,,,,,,,,,,,,,,,,,,,,,1,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,grant,27/06/2016
477,Pterodroma brevipes,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
478,Pterodroma cahow,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,52,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,grant,27/06/2016
479,Pterodroma caribbaea,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,ca,,,,,,,,grant,27/06/2016
